frame,time_video_s,marker_detected_raw,blue_x_mm,blue_y_mm,yellow_x_mm,yellow_y_mm,center_x_mm,center_y_mm,heading_rad,marker_separation_mm,speed_playback_mm_s,turn_led_blue_pixels,turn_led_active
0,0.0,True,135.7027587890625,76.58463287353516,136.58216857910156,22.99437713623047,136.1590576171875,49.81547546386719,1.5867200490585622,53.646602630615234,2.1240430554697713,0,False
1,0.033754134881522985,True,135.6995391845703,76.50032424926758,136.4996109008789,22.97493553161621,136.09954833984375,49.775489807128906,1.5865662607338078,53.55682182312012,2.5281101031850666,0,False
2,0.06750826976304597,True,135.69631958007812,76.416015625,136.56158447265625,22.955493927001953,136.0697784423828,49.735504150390625,1.5867200490585622,53.467041015625,2.60503430557251,0,False
3,0.10126240464456895,True,135.58213806152344,76.416015625,136.56158447265625,22.904186248779297,136.0400390625,49.685752868652344,1.5886770517550244,53.467041015625,2.3645386805211404,0,False
4,0.13501653952609194,True,135.57797241210938,76.18451690673828,136.56158447265625,22.88637351989746,136.01837158203125,49.544349670410156,1.5892553027291907,53.28940963745117,2.60503430557251,0,False
5,0.16877067440761492,True,135.49951171875,76.02721405029297,136.56158447265625,22.77029800415039,136.01837158203125,49.39875793457031,1.5898891189870719,53.28940963745117,2.9321771509003614,0,False
6,0.2025248092891379,True,135.49951171875,75.9428482055664,136.5653076171875,22.68962860107422,136.03958129882812,49.31623840332031,1.5909484280549244,53.28940963745117,2.9321771509003614,0,False
7,0.2362789441706609,True,135.4767303466797,75.90965270996094,136.5653076171875,22.536142349243164,136.01837158203125,49.222896575927734,1.5909484280549244,53.31956481933594,2.9321771509003614,0,False
8,0.2700330790521839,True,135.4767303466797,75.8862533569336,136.51638793945312,22.509944915771484,136.00794982910156,49.198097229003906,1.5898891189870719,53.386085510253906,2.60503430557251,0,False
9,0.3037872139337069,True,135.3787384033203,75.76226043701172,136.30844116210938,22.450801849365234,135.84359741210938,49.106529235839844,1.589506749348547,53.386085510253906,2.60503430557251,0,False
10,0.33754134881522985,True,135.3787384033203,75.75890350341797,136.2712860107422,22.438413619995117,135.83590698242188,49.02185821533203,1.58823363864269,53.31956481933594,2.60503430557251,0,False
11,0.37129548369675286,True,135.34617614746094,75.60530090332031,136.2221221923828,22.401731491088867,135.77255249023438,49.00811767578125,1.5876824263064366,53.31306457519531,2.997075316202657,0,False
12,0.4050496185782758,True,135.34617614746094,75.53244018554688,136.21942138671875,22.257335662841797,135.77255249023438,48.96708679199219,1.5853234298764127,53.31306457519531,2.997075316202657,0,False
13,0.43880375345979883,True,135.34617614746094,75.52180480957031,136.2221221923828,22.21807289123535,135.77783203125,48.869937896728516,1.5853234298764127,53.26133728027344,2.997075316202657,0,False
14,0.4725578883413218,True,135.34617614746094,75.43268585205078,136.17982482910156,21.885818481445312,135.77783203125,48.65925216674805,1.5853234298764127,53.26133728027344,2.7244630488070176,0,False
15,0.5063120232228447,True,135.3170928955078,75.10041809082031,136.15133666992188,21.832975387573242,135.7484588623047,48.466697692871094,1.5856330485062802,53.2744255065918,2.7244630488070176,0,False
16,0.5400661581043678,True,135.31382751464844,75.08526611328125,136.16903686523438,21.832866668701172,135.7484588623047,48.459068298339844,1.5869911447901224,53.4586067199707,2.7244630488070176,0,False
17,0.5738202929858908,True,135.29000854492188,75.0238037109375,136.16903686523438,21.571083068847656,135.71038818359375,48.29744338989258,1.5886646656517143,53.4586067199707,2.997075316202657,0,False
18,0.6075744278674138,True,135.19915771484375,74.97622680664062,136.1572723388672,21.47732162475586,135.67822265625,48.226776123046875,1.5869911447901224,53.508323669433594,2.7244630488070176,0,False
19,0.6413285627489367,True,135.1756134033203,74.92623138427734,136.10694885253906,21.346830368041992,135.6671142578125,48.118682861328125,1.586430996163064,53.538429260253906,2.5698055730826312,0,False
20,0.6750826976304597,True,135.16517639160156,74.8797607421875,135.98121643066406,21.311138153076172,135.56166076660156,48.11329650878906,1.586430996163064,53.623653411865234,2.409756739250326,0,False
21,0.7088368325119827,True,135.1756134033203,74.86309051513672,135.9430389404297,21.197551727294922,135.559326171875,48.03031921386719,1.5853591089551307,53.62674331665039,2.409756739250326,0,False
22,0.7425909673935057,True,135.1756134033203,74.7959213256836,135.88589477539062,21.0986270904541,135.54885864257812,47.9102897644043,1.585130924110232,53.672096252441406,2.409756739250326,0,False
