phase_pct,baseline_omega_mean,baseline_omega_std,baseline_alpha_mag_mean,baseline_alpha_mag_std,baseline_omega_sq_mean,baseline_omega_sq_std,baseline_sp_feedback_mean,baseline_sp_feedback_std,baseline_turn_ff_mean,baseline_turn_ff_std,baseline_required_turn_voltage_mean,baseline_required_turn_voltage_std,baseline_motor_voltage_delta_mean,baseline_motor_voltage_delta_std,baseline_speed_error_mean,baseline_speed_error_std,baseline_acceleration_mean,baseline_acceleration_std,predicted_speed_error_unconstrained,predicted_speed_error_constrained,predicted_speed_error_conservative
62.5,-15.3662109375,0.0,-8.78906249999998,0.0,236.12044525146484,0.0,-0.07796323299407959,0.03038510080488093,0.0002835449218749897,0.0,-0.0776796880722046,0.03038510080488093,-0.04108428955078126,0.030376984034259927,0.018241882324218753,0.004987961378349304,-1.1745043845721397,0.8006148690816781,-0.024984194626686954,-0.017655002571154935,-0.011240624435970126
63.0,-15.360703125,0.0,-14.296874999999947,1.7763568394002505e-15,235.9512091064453,0.0,-0.07814812660217285,0.02969641411870379,0.0002835449218749897,0.0,-0.07786458168029786,0.02969641411870379,-0.04129943847656249,0.029741542590729444,0.017854614257812505,0.0070821412073216175,-0.7675017954864157,0.9206155343555935,-0.024206083826687413,-0.01701101168945933,-0.010698804328620817
63.5,-15.351015625,0.0,-19.804687499999957,0.0,235.6537414550781,2.842170943040401e-14,-0.07549826145172121,0.027728635261146873,0.0002835449218749897,0.0,-0.07521471652984622,0.027728635261146873,-0.038608398437500024,0.027758010630232,0.01892044067382811,0.0059297483104828255,-0.5359658550271312,1.0163507685109965,-0.024884256032359657,-0.01782220965345495,-0.011611339550406165
64.0,-15.338125000000002,1.7763568394002505e-15,-25.312499999999964,3.552713678800501e-15,235.2581787109375,0.0,-0.07351867675781248,0.0272313342610291,0.0002835449218749897,0.0,-0.0732351318359375,0.0272313342610291,-0.03658691406249999,0.027231892046342934,0.019656982421875004,0.005477839817516757,-0.39527875282269515,0.9825304239165227,-0.025236306081110157,-0.01830620022678441,-0.012195840664857044
64.5,-15.321601562500003,3.552713678800501e-15,-30.820312499999936,7.105427357601002e-15,234.75150299072266,0.0,-0.0745829916000366,0.028341649873061467,0.0002835449218749897,0.0,-0.07429944667816162,0.028341649873061467,-0.03765190124511717,0.028342496308498742,0.018860931396484384,0.005981883548719948,-0.322584494566306,0.7748078244267709,-0.02405048892049251,-0.017252455215966436,-0.011245387793623579
65.0,-15.299999999999999,1.7763568394002505e-15,-36.328125,0.0,234.09022216796873,2.842170943040401e-14,-0.07129878997802734,0.023293592577352872,0.0002835449218749897,0.0,-0.07101524505615235,0.023293592577352872,-0.034412384033203125,0.023294927447981145,0.02020721435546875,0.004849230440385954,-0.15003764546000792,0.7749715292768524,-0.024991020867483615,-0.018326733772215227,-0.012430322176448561
65.5,-15.275195312500001,1.7763568394002505e-15,-39.0625,0.0,233.3319412231445,2.842170943040401e-14,-0.07248034715652468,0.02533402107424407,0.0002835449218749897,0.0,-0.07219680223464969,0.02533402107424407,-0.035618820190429716,0.02533966641196716,0.01932968139648436,0.005744888177817492,-0.07458862446960896,1.0043796146492536,-0.023711171620458153,-0.017179486807332726,-0.011392792617279756
66.0,-15.247656250000002,1.7763568394002505e-15,-39.99999999999998,0.0,232.4911071777344,2.842170943040401e-14,-0.07742995262145999,0.03174298608594333,0.0002835449218749897,0.0,-0.07714640769958497,0.03174298608594333,-0.040570678710937516,0.03175306171458422,0.016584472656249995,0.006972401077345667,-0.08589666762275135,1.3707416128669425,-0.020567053257706698,-0.01416683575121697,-0.008488928212519328
66.5,-15.220117187499998,1.7763568394002505e-15,-51.015624999999915,0.0,231.65224151611326,2.842170943040401e-14,-0.07165555715560919,0.026469956643633063,0.0002835449218749897,0.0,-0.0713720122337342,0.026469956643633063,-0.03480468750000004,0.02649093135170541,0.019252319335937483,0.0054384649464638566,0.08880526313692316,1.2822316059244292,-0.02283592196038634,-0.01656654114419972,-0.01099797315977474
67.0,-15.185234374999997,3.552713678800501e-15,-58.359374999999936,7.105427357601002e-15,230.5920880126953,2.842170943040401e-14,-0.06997768267989159,0.027457281084094943,0.0002835449218749897,0.0,-0.0696941377580166,0.02745728108409494,-0.03311218261718749,0.02746691102299363,0.01982604980468751,0.004647568974178041,0.27375476899403073,1.3138023525920184,-0.02299461163517854,-0.01685773925069688,-0.011405908116329584
67.5,-15.145312500000001,0.0,-63.86718749999993,7.105427357601002e-15,229.38105468749998,2.842170943040401e-14,-0.07007210589945317,0.030408602852081523,0.0002835449218749897,0.0,-0.06978856097757818,0.030408602852081523,-0.03318672180175782,0.030384298614628553,0.0194915771484375,0.00531609203410694,0.41436237610860727,1.364154362988953,-0.02222926070734664,-0.01622651457914785,-0.010898730233415848
68.0,-15.101249999999997,3.552713678800501e-15,-69.375,0.0,228.04816406250004,2.842170943040401e-14,-0.06933075606822967,0.027250861044696432,0.0002835449218749897,0.0,-0.06904721114635469,0.027250861044696435,-0.0324444580078125,0.0271831013352188,0.019577636718750003,0.004624948217772236,0.4051596190268195,1.252628079999255,-0.021868805868006106,-0.0160017598098124,-0.010805251894416095
68.5,-15.052617187500003,1.7763568394002505e-15,-74.88281249999999,0.0,226.58248443603517,0.0,-0.06907639145851135,0.02898797020399112,0.0002835449218749897,0.0,-0.06879284653663637,0.02898797020399112,-0.03220207214355469,0.028931512210883723,0.019431610107421872,0.0049134025971172765,0.22256846750255016,1.0628127198389565,-0.021260837978935347,-0.01553101806362605,-0.01047293383648621
69.0,-15.000781250000001,0.0,-82.6562499999999,1.4210854715202004e-14,225.02469482421878,2.842170943040401e-14,-0.07009158611297604,0.03128983996841038,0.0002835449218749897,0.0,-0.06980804119110105,0.03128983996841038,-0.033230438232421854,0.0312810018596843,0.018645019531250015,0.0065438193152690585,0.26317783168978304,0.8987399510754205,-0.019997118802512877,-0.01440599009034066,-0.009493385936899891
69.5,-14.945703124999998,3.552713678800501e-15,-93.67187499999986,1.4210854715202004e-14,223.37407226562502,0.0,-0.07278061151504513,0.03232143103253292,0.0002835449218749897,0.0,-0.07249706659317014,0.03232143103253292,-0.035930557250976526,0.03236243638530889,0.017009887695312524,0.008238304746801357,0.6740922194260692,0.8289261971754733,-0.017879656297686695,-0.012427235389004226,-0.007662897704821386
70.0,-14.879687500000001,1.7763568394002505e-15,-104.6875,0.0,221.40694580078122,2.842170943040401e-14,-0.0728810429573059,0.02740851431534283,0.0002835449218749897,0.0,-0.0725974980354309,0.02740851431534283,-0.035992431640624996,0.027402364033414874,0.0167205810546875,0.004751334064202126,0.8022672924406354,0.5807791377523999,-0.017109262897677873,-0.011794629371755773,-0.007178588493955435
70.5,-14.807265625,0.0,-112.53906250000001,0.0,219.25799804687497,2.842170943040401e-14,-0.07308011114597321,0.024742371958910027,0.0002835449218749897,0.0,-0.07279656622409822,0.024742371958910027,-0.03620231628417969,0.024725856244435445,0.016391448974609375,0.0036202434498995824,0.7205420718604351,0.6755943718285194,-0.016264701357212412,-0.011092052189841436,-0.006639571495527473
71.0,-14.729296875000001,0.0,-119.76562499999997,2.842170943040401e-14,216.95353088378903,2.842170943040401e-14,-0.07277460813522339,0.02404768489766303,0.0002835449218749897,0.0,-0.0724910632133484,0.02404768489766303,-0.03593322753906251,0.024055744359164986,0.016317749023437494,0.004194605710965024,0.5316012722628931,0.8956329863447684,-0.015654633583116327,-0.01062620048566158,-0.0063468222606863234
71.5,-14.646679687499999,1.7763568394002505e-15,-136.28906249999986,0.0,214.52729644775397,2.842170943040401e-14,-0.06927053809165958,0.02661508837393583,0.0002835449218749897,0.0,-0.06898699316978459,0.02661508837393583,-0.03240478515625003,0.02653368377495895,0.017823791503906235,0.0037407088787988593,0.5956444373497585,0.7795362077032092,-0.016610132367220115,-0.011727150693539067,-0.007627532616409105
72.0,-14.551874999999999,1.7763568394002505e-15,-144.68749999999991,0.0,211.76200195312504,0.0,-0.07092691421508784,0.02714879265591261,0.0002835449218749897,0.0,-0.07064336929321285,0.02714879265591261,-0.03406555175781245,0.02708538477338912,0.01674316406250003,0.005179147453405425,0.46822216683056805,0.8976601624693596,-0.014964990614107337,-0.010228647363508606,-0.006315367131979973
