file,turn,speed_error_mean_mm_s,speed_error_rms_mm_s,speed_ripple_rms_mm_s,feedback_rms_v,required_voltage_rms_v,motor_voltage_delta_rms_v,saturation_pct
20260721_061539_myshell_debug_log_long_r90.csv,1,-22.824840640547265,43.6084667632726,37.15810844455182,0.12893366211523366,0.12904124883239199,0.2411248206426579,0.0
20260721_061539_myshell_debug_log_long_r90.csv,2,-11.956817475124378,42.93263381049112,41.23403402254363,0.0895629965025476,0.0896159852309103,0.5518010547818544,0.0
20260721_061539_myshell_debug_log_long_r90.csv,3,-10.048390858208954,32.67091716977189,31.087275047433128,0.08539646506828484,0.08548576050730346,0.5069237894412277,0.0
20260721_061539_myshell_debug_log_long_r90.csv,4,-24.894570118159205,45.914411497806285,38.57970401418264,0.10695140247495913,0.10704447474047298,0.5257145792061105,0.0
20260721_061539_myshell_debug_log_long_r90.csv,5,-24.897971082089555,46.39279457050325,39.14565651584284,0.11522822712840108,0.11532559479881839,0.5123801798660474,0.0
20260721_061539_myshell_debug_log_long_r90.csv,6,-31.653743003731346,50.82904888777753,39.769746852221814,0.12828586134344774,0.12838994031466863,0.4626215954431919,0.0
20260721_061632_myshell_debug_log_long_r90.csv,1,-30.832167288557212,56.223900487887164,47.01600202444121,0.1350792166945248,0.1351763954498222,0.2455209366225748,0.0
20260721_061632_myshell_debug_log_long_r90.csv,2,-15.022543532338313,43.95284040173284,41.30587567403939,0.10999847019177407,0.11008495341313963,0.5154616112445114,0.0
20260721_061632_myshell_debug_log_long_r90.csv,3,-14.185906405472638,44.99516196995564,42.70040585471891,0.12185175503757899,0.12194563047737382,0.5042132061262017,0.0
20260721_061632_myshell_debug_log_long_r90.csv,4,-26.919601212686572,55.90402368693689,48.99586650871198,0.13403191522887425,0.1341233557797236,0.48207235480179184,0.0
20260721_061632_myshell_debug_log_long_r90.csv,5,-32.33150652985075,59.90451493202857,50.43039356134208,0.18971480703728252,0.18982710720212248,0.4464671823705,0.0
20260721_061632_myshell_debug_log_long_r90.csv,6,-20.800295398009947,39.39728706893068,33.45883948596035,0.11129385861081119,0.11139670910441829,0.5055607467310295,0.0
