file,turn,start,end,duration_ms,ideal_peak_rad_s,ego_peak_rad_s,peak_error_rad_s,peak_delay_ms,first_over_rad_s,first_under_rad_s,first_error_mean_rad_s,first_rms_rad_s,first_pid_mean_v,second_over_rad_s,second_under_rad_s,second_error_mean_rad_s,second_rms_rad_s,second_pid_mean_v,tracking_rms_rad_s,angle_error_deg,pid_rms_v,saturation_pct,first_saturation_pct,second_saturation_pct,post_peak_pos_rad_s,post_peak_neg_rad_s,post_rms_rad_s,post_angle_deg,post_duration_ms,aggregate_used
20260721_081338_myshell_debug_log_long_l90.csv,1,188,246,59,38.46875,39.3125,0.84375,10,2.25,-4.8564453125,-0.2934977213541667,1.8624837619571817,0.14311297734578451,1.453125,-2.359375,0.4748325892857143,0.9814750600724526,-0.10904077802385603,1.408013166825883,0.5486182794196993,0.29678958122881166,0.0,0.0,0.0,1.1416015625,-1.7578125,0.6150965061085066,0.1961230353749866,30,True
20260721_081338_myshell_debug_log_long_l90.csv,2,279,337,59,38.46875,39.46875,1.0,12,1.21875,-3.646484375,-0.38308461507161456,1.2966761676603422,0.14350303014119467,1.8125,-2.86328125,0.5800920758928572,1.1109767380327384,-0.13051746913364956,1.1900169771358748,0.6365098093575838,0.26048177997426997,0.0,0.0,0.0,1.2822265625,-2.05859375,0.6042628888481256,0.1965573261231727,30,True
20260721_081338_myshell_debug_log_long_l90.csv,3,369,427,59,38.46875,39.65625,1.1875,14,1.46875,-3.6484375,-0.3947957356770833,1.4422065556792318,0.1493190129597982,1.46875,-1.52734375,0.4761439732142857,0.8051101315432406,-0.09166739327566964,1.1093295831483299,0.41195329752448107,0.23487784832759406,0.0,0.0,0.0,1.6845703125,-0.78564453125,0.652988155464939,0.18728050855094802,30,True
20260721_081338_myshell_debug_log_long_l90.csv,4,458,516,59,38.46875,39.65625,1.1875,11,1.59375,-3.990234375,-0.34835386276245117,1.6290130432512453,0.15613365173339844,2.109375,-2.154296875,0.5248744419642857,1.013701930126837,-0.11269400460379464,1.2996356072871194,0.5735372137384938,0.2778229056007846,0.0,0.0,0.0,1.279296875,-1.6328125,0.6201983708474276,0.17643220105448681,30,True
20260721_081338_myshell_debug_log_long_l90.csv,5,547,605,59,38.46875,39.6875,1.21875,12,1.65625,-3.087890625,-0.45221201578776044,1.230525133377591,0.15299113591512045,2.21875,-2.384765625,0.6524553571428572,1.1088228444275299,-0.13466840471540178,1.1598706386396824,0.6865666811807198,0.2562876186083475,0.0,0.0,0.0,1.0751953125,-2.12890625,0.6296949777058577,0.1667134429222056,30,True
20260721_081338_myshell_debug_log_long_l90.csv,6,636,694,59,38.46875,39.4375,0.96875,10,1.59375,-3.0810546875,-0.4243141810099284,1.343605026710345,0.15941929817199707,2.21875,-1.822265625,0.5313685825892858,0.9335269126521158,-0.11052289690290179,1.1186260080694488,0.4821073179614626,0.24124786160832376,0.0,0.0,0.0,1.181640625,-0.8203125,0.5619212030748455,0.25398468240042615,30,True
20260721_081415_myshell_debug_log_long_l90.csv,1,187,245,59,38.46875,39.5,1.03125,12,2.796875,-4.365234375,-0.25135167439778644,2.1299622164041674,0.12214851379394531,2.703125,-2.51953125,0.5171875,1.1152178830169757,-0.12254159109933035,1.6072485145847317,0.6915097710453281,0.33754294868029816,0.0,0.0,0.0,1.4755859375,-1.7412109375,0.5944861604836055,0.2262320391987769,30,True
20260721_081415_myshell_debug_log_long_l90.csv,2,278,336,59,38.46875,39.625,1.15625,9,1.734375,-3.44140625,-0.4400800069173177,1.3751189073807593,0.15326436360677084,2.59375,-2.890625,0.6938895089285714,1.2295791254154553,-0.1490765162876674,1.2907632555084498,0.7863394617836249,0.2848370608333869,0.0,0.0,0.0,1.0361328125,-2.72265625,0.661365819768514,0.2012143130238275,30,True
20260721_081415_myshell_debug_log_long_l90.csv,3,368,426,59,38.46875,39.59375,1.125,12,1.96875,-3.626953125,-0.4087117513020833,1.6056005001537639,0.1564490000406901,1.65625,-1.8125,0.5533761160714286,0.9398159086848581,-0.1014479500906808,1.2540426773740734,0.5476950564099671,0.26595483124319136,0.0,0.0,0.0,1.4560546875,-0.96240234375,0.57369423594279,0.22163701577427247,30,True
20260721_081415_myshell_debug_log_long_l90.csv,4,458,516,59,38.46875,39.46875,1.0,9,2.15625,-4.056640625,-0.32563050587972003,1.8196349872637714,0.15627034505208334,2.34375,-2.556640625,0.5712890625,1.0726552770949769,-0.122454833984375,1.4245804776856164,0.6978617376904132,0.3057412337208762,0.0,0.0,0.0,1.1123046875,-1.908203125,0.5558299546964186,0.20863670691563702,30,True
20260721_081415_myshell_debug_log_long_l90.csv,5,547,605,59,38.46875,39.59375,1.125,7,1.84375,-3.6015625,-0.5011687278747559,1.367974555343434,0.17290457089742026,2.921875,-2.634765625,0.8162388392857143,1.334352153992176,-0.16887534005301338,1.3481302412678526,0.9476899494525631,0.3020544852047518,0.0,0.0,0.0,0.68994140625,-2.373046875,0.6297322079222344,0.1395369398374253,30,True
20260721_081415_myshell_debug_log_long_l90.csv,6,636,694,59,38.46875,39.5,1.03125,6,1.65625,-3.4296875,-0.4713859558105469,1.488270509039988,0.17590014139811197,1.625,-1.287109375,0.6215262276785715,0.8983157740047211,-0.11599993024553572,1.1746097198050907,0.5981768206409913,0.2539263508824484,0.0,0.0,0.0,1.2548828125,-1.154296875,0.4997717420240446,0.1658732750127807,30,True
