video,log_stem,motion,target_lateral_mm,target_forward_mm
PXL_20260725_200614948_turn180_1400.mp4,20260726_050633_myshell_debug_log_long_r180,long_r180,-90,0
PXL_20260725_200713244_turn180_1400.mp4,20260726_050729_myshell_debug_log_long_r180,long_r180,-90,0
PXL_20260725_200815721_turn180_1400.mp4,20260726_050834_myshell_debug_log_long_r180,long_r180,-90,0
