phase_pct,baseline_omega_mean,baseline_omega_std,baseline_alpha_mag_mean,baseline_alpha_mag_std,baseline_omega_sq_mean,baseline_omega_sq_std,baseline_sp_feedback_mean,baseline_sp_feedback_std,baseline_turn_ff_mean,baseline_turn_ff_std,baseline_required_turn_voltage_mean,baseline_required_turn_voltage_std,baseline_motor_voltage_delta_mean,baseline_motor_voltage_delta_std,baseline_speed_error_mean,baseline_speed_error_std,baseline_acceleration_mean,baseline_acceleration_std,trial_omega_mean,trial_omega_std,trial_alpha_mag_mean,trial_alpha_mag_std,trial_omega_sq_mean,trial_omega_sq_std,trial_sp_feedback_mean,trial_sp_feedback_std,trial_turn_ff_mean,trial_turn_ff_std,trial_required_turn_voltage_mean,trial_required_turn_voltage_std,trial_motor_voltage_delta_mean,trial_motor_voltage_delta_std,trial_speed_error_mean,trial_speed_error_std,trial_acceleration_mean,trial_acceleration_std,predicted_speed_error_unconstrained,predicted_speed_error_constrained,predicted_speed_error_conservative
0.0,0.051849365234375,0.0,63.262939453125,0.0,0.002688356675207615,0.0,-0.010381062825520834,0.01046816197130868,6.40869140625111e-05,0.0,-0.010316975911458323,0.01046816197130868,0.024983723958333332,0.010499150812031257,-0.0030110677083333335,0.007583657394024572,0.38048567101301817,0.5834049961030155,0.051849365234375,0.0,63.262939453125,0.0,0.002688356675207615,0.0,-0.007929484049479166,0.01635299372794793,-0.006283569335937489,0.0,-0.014213053385416655,0.01635299372794793,0.021240234375,0.01629185226542844,-0.004597981770833333,0.007091877776611074,0.5966459213529451,0.8876080928470367,0.0047607421875,0.0047607421875,0.0047607421875
0.5,0.11163284301757813,0.0,85.49789428710938,0.0,0.012669905959628523,0.0,-0.010729535420735676,0.01047417430178334,6.40869140625111e-05,0.0,-0.010665448506673164,0.01047417430178334,0.02465688069661458,0.010555118455852885,-0.0031648763020833332,0.007398139298617236,0.7957509477284871,0.625894658918581,0.11163284301757813,0.0,85.49789428710938,0.0,0.012669905959628523,0.0,-0.0018348185221354167,0.015029282757243164,-0.00835998535156249,0.0,-0.010194803873697906,0.015029282757243164,0.025085449218750003,0.014987583041902258,-0.0014449055989583333,0.005932023285981668,1.2713959759858215,0.5605669182094606,0.004914550781250001,0.004914550781250001,0.004914550781250001
1.0,0.192357177734375,0.0,106.673583984375,0.0,0.03773874983191491,0.0,-0.009573987325032554,0.017075200098734502,6.40869140625111e-05,0.0,-0.009509900410970043,0.017075200098734502,0.025742390950520833,0.01718534897459588,-0.0025581868489583334,0.01049114151985668,1.0436205504564902,0.8829901911152341,0.192357177734375,0.0,106.673583984375,0.0,0.03773874983191491,0.0,-0.006165313720703124,0.012068485181295966,-0.01065368652343749,0.0,-0.016819000244140615,0.012068485181295968,0.018682047526041665,0.012048385803828969,-0.003615315755208334,0.0047862928256039525,1.4109525999174526,0.5790285768567995,0.004307861328125,0.004307861328125,0.004307861328125
1.5,0.29302856445312503,0.0,126.866455078125,0.0,0.08750657707452775,0.0,-0.006715869903564453,0.011172262178857754,6.40869140625111e-05,0.0,-0.0066517829895019415,0.011172262178857754,0.02868194580078125,0.011251388839089509,-0.0010550944010416666,0.0077162611312568945,0.7699971469502808,0.5629292619798127,0.29302856445312503,0.0,126.866455078125,0.0,0.08750657707452775,0.0,-0.00783587137858073,0.011932551958223066,-0.012553100585937489,0.0,-0.020388971964518218,0.011932551958223068,0.0149749755859375,0.011893952125394394,-0.0043819173177083335,0.00472086311475715,1.1349454107632784,0.5273676580115412,0.002804768880208333,0.002804768880208333,0.002804768880208333
2.0,0.41272460937500005,0.0,145.986328125,0.0,0.1732582235336304,0.0,-0.008879547119140626,0.01042057059429229,6.40869140625111e-05,0.0,-0.008815460205078115,0.01042057059429229,0.026458740234375,0.010471151346960307,-0.0020743815104166674,0.006906033851536027,0.5268040607396106,0.510570374949196,0.41272460937500005,0.0,145.986328125,0.0,0.1732582235336304,0.0,-0.010902048746744794,0.012247988465080021,-0.01439880371093749,0.0,-0.02530085245768228,0.012247988465080023,0.009976806640625,0.012213377805747994,-0.005840657552083334,0.005648730636079138,0.7067510668584873,0.7345556389657558,0.0038240559895833335,0.0038240559895833335,0.0038240559895833335
2.5,0.550439453125,0.0,163.8427734375,0.0,0.3074929237365722,0.0,-0.015642944971720377,0.011014284012422305,6.40869140625111e-05,0.0,-0.015578858057657866,0.011014284012422305,0.01969426472981771,0.010980322588651373,-0.005450439453125001,0.0058605341294612435,0.577944123476345,0.4212855498781795,0.550439453125,0.0,163.8427734375,0.0,0.3074929237365722,0.0,-0.01913758118947347,0.01708355315697396,-0.016244506835937488,0.0,-0.035382088025410964,0.01708355315697396,-1.144409179687529e-05,0.016982331851296887,-0.009883626302083334,0.006797368980473344,0.6015709415367698,1.0526765348560612,0.007200113932291666,0.007200113932291666,0.007200113932291666
3.0,0.704990234375,1.1102230246251565e-16,180.72265625,0.0,0.5033219814300538,0.0,-0.018776175181070963,0.008663112334658173,6.40869140625111e-05,0.0,-0.018712088267008452,0.008663112334658173,0.016546325683593748,0.008638118755440877,-0.0069189453125,0.0046199610212121186,0.5650717284018031,0.7662249708726603,0.704990234375,1.1102230246251565e-16,180.72265625,0.0,0.5033219814300538,0.0,-0.020590130488077795,0.02039262285649264,-0.01792663574218749,0.0,-0.038516766230265294,0.020392622856492647,-0.0031355794270833334,0.020287690229314682,-0.010371500651041666,0.008108756188964495,0.5616069043803484,0.7791435825703248,0.008668619791666667,0.008668619791666667,0.008668619791666667
3.5,0.8754541015625001,0.0,196.1328125,0.0,0.7746575212478639,0.0,-0.018459879557291666,0.0060838761931493275,6.40869140625111e-05,0.0,-0.018395792643229155,0.0060838761931493275,0.016851501464843748,0.006155091214668926,-0.0066046142578125,0.004804154175205596,0.3405875537223218,0.6328292834540946,0.8754541015625001,0.0,196.1328125,0.0,0.7746575212478639,0.0,-0.015740439097086584,0.022216692797496704,-0.01954162597656249,0.0,-0.03528206507364907,0.022216692797496707,9.897867838541945e-05,0.022122714213397926,-0.0077262369791666645,0.009218847459252786,0.25399896463129285,0.4879117693972109,0.008354288736979167,0.008354288736979167,0.008354288736979167
4.0,1.06046875,0.0,210.3515625,0.0,1.1346628570556643,0.0,-0.01581166585286458,0.012010782693385081,6.40869140625111e-05,0.0,-0.01574757893880207,0.012010782693385081,0.019512532552083336,0.012116477906725818,-0.005167643229166666,0.007979349139246115,-0.08456712558274865,0.5230170125608266,1.06046875,0.0,210.3515625,0.0,1.1346628570556643,0.0,-0.013113988240559897,0.019829622759920253,-0.02115661621093749,0.0,-0.03427060445149739,0.019829622759920253,0.0011592610677083313,0.019706796011031653,-0.006324869791666667,0.00795664081251261,0.013995878253691548,0.5138654542260978,0.006917317708333332,0.006917317708333332,0.006917317708333332
4.5,1.2588964843750003,2.220446049250313e-16,223.701171875,0.0,1.5965694046020509,0.0,-0.015848042170206706,0.013668880700067847,6.40869140625111e-05,0.0,-0.015783955256144195,0.013668880700067847,0.019514160156249998,0.013749355043426496,-0.005114949544270835,0.008244531982522896,-0.4116660046225473,0.7941628216414564,1.2588964843750003,2.220446049250313e-16,223.701171875,0.0,1.5965694046020509,0.0,-0.013802121480305988,0.01818176762212313,-0.022648315429687486,3.469446951953614e-18,-0.03645043690999348,0.018181767622123132,-0.0009497070312500007,0.0180612004864742,-0.006532999674479167,0.007322517516746804,0.022961217114042403,0.8623475653546033,0.006864624023437499,0.006864624023437499,0.006864624023437499
5.0,1.469921875,0.0,235.302734375,0.0,2.17381649017334,4.440892098500626e-16,-0.016533056894938152,0.013983425377185044,6.40869140625111e-05,0.0,-0.01646896998087564,0.013983425377185044,0.018815612792968752,0.014031612589927684,-0.005391438802083333,0.008067455290242392,-0.20597112577093069,0.9591964043109138,1.469921875,0.0,235.302734375,0.0,2.17381649017334,4.440892098500626e-16,-0.018118604024251302,0.01774835436673717,-0.02392272949218749,0.0,-0.042041333516438795,0.01774835436673717,-0.006553649902343749,0.017664828230697916,-0.008512369791666667,0.007223818375401257,0.38666032318375604,1.0305801520898417,0.00714111328125,0.00714111328125,0.00714111328125
5.5,1.6919580078125003,2.220446049250313e-16,246.2255859375,0.0,2.8766261148452763,0.0,-0.015100199381510417,0.01263012401741082,6.40869140625111e-05,0.0,-0.015036112467447906,0.01263012401741082,0.020218556722005208,0.012657215940316177,-0.004559326171875,0.0077588115009217876,0.6172956749738986,0.7449737702892616,1.6919580078125003,2.220446049250313e-16,246.2255859375,0.0,2.8766261148452763,0.0,-0.02213386615117391,0.018388844793507303,-0.02507629394531249,3.469446951953614e-18,-0.0472101600964864,0.01838884479350731,-0.011827367146809898,0.018336396788529115,-0.010371500651041666,0.007512126386742201,1.0042647307662032,0.8507251338802272,0.006309000651041667,0.006309000651041667,0.006309000651041667
