frame,time_video_s,blue_x_mm,blue_y_mm,yellow_x_mm,yellow_y_mm,center_x_mm,center_y_mm,heading_rad,marker_separation_mm,speed_playback_mm_s,turn_led_blue_pixels,turn_led_active
35,1.1694918768854876,38.68888854980469,70.57901763916016,41.8590087890625,16.30795669555664,40.273948669433594,43.425045013427734,1.628388628934866,54.353275299072266,1.8766999114222158,0,False
36,1.2029059305107872,38.8265380859375,70.57901763916016,41.871273040771484,16.282546997070312,40.333946228027344,43.425045013427734,1.6280049946669357,54.353275299072266,1.8766999114222158,0,False
37,1.2363199841360868,38.84389114379883,70.56680297851562,41.950157165527344,16.282546997070312,40.39903259277344,43.41592025756836,1.6263474374663232,54.353275299072266,1.8766999114222158,0,False
38,1.2697340377613864,38.97903060913086,70.5492935180664,41.95417022705078,16.31680679321289,40.46459197998047,43.41592025756836,1.6263474374663232,54.3480224609375,1.9584544904533614,0,False
39,1.3031480913866862,39.03551483154297,70.5492935180664,42.04821014404297,16.31680679321289,40.54393768310547,43.41592025756836,1.6270778266121984,54.31138610839844,1.9584544904533614,0,False
40,1.3365621450119858,39.0396614074707,70.5284652709961,42.08202362060547,16.337369918823242,40.55876922607422,43.41592025756836,1.6270778266121984,54.28787612915039,1.9597145886412366,0,False
41,1.3699761986372854,39.10554504394531,70.51647186279297,42.242706298828125,16.33991241455078,40.67412567138672,43.429359436035156,1.6285909948117214,54.27152633666992,1.9832082875559396,0,False
42,1.403390252262585,39.155677795410156,70.5284652709961,42.395904541015625,16.33991241455078,40.77579116821289,43.432918548583984,1.6305178301529104,54.28787612915039,2.1683255189115327,0,False
43,1.4368043058878848,39.228214263916016,70.5284652709961,42.476531982421875,16.337369918823242,40.85237121582031,43.432918548583984,1.6305178301529104,54.28787612915039,2.3043653728507763,0,False
44,1.4702183595131844,39.2803955078125,70.5284652709961,42.526241302490234,16.322307586669922,40.9033203125,43.432830810546875,1.6305178301529104,54.28787612915039,2.6677558509982617,0,False
45,1.503632413138484,39.388465881347656,70.54335021972656,42.58134460449219,16.322307586669922,40.98490524291992,43.432830810546875,1.6305312942320775,54.28516387939453,2.734069326476131,0,False
46,1.5370464667637835,39.47005081176758,70.54335021972656,42.644039154052734,16.322307586669922,41.057044982910156,43.44197463989258,1.6296470750964984,54.28516387939453,2.734069326476131,0,False
47,1.5704605203890833,39.57078552246094,70.53437042236328,42.819400787353516,16.392044067382812,41.195091247558594,43.45085144042969,1.6292938700076436,54.253902435302734,2.734069326476131,0,False
48,1.603874574014383,39.70335388183594,70.54335021972656,42.87416458129883,16.39527702331543,41.28875732421875,43.46320724487305,1.6292675438436584,54.2350959777832,2.734069326476131,0,False
49,1.6372886276396825,39.80502700805664,70.55687713623047,42.945281982421875,16.403589248657227,41.375152587890625,43.48186492919922,1.6292938700076436,54.21561813354492,2.8431858879233958,0,False
50,1.6707026812649821,39.933013916015625,70.55687713623047,43.09218215942383,16.462444305419922,41.512596130371094,43.50965881347656,1.6292938700076436,54.21561813354492,2.8431858879233958,0,False
51,1.704116734890282,39.980751037597656,70.56511688232422,43.2625846862793,16.46765899658203,41.639923095703125,43.526859283447266,1.629142608665408,54.202186584472656,2.734069326476131,0,False
52,1.7375307885155815,40.01726531982422,70.56511688232422,43.317115783691406,16.50336265563965,41.64893341064453,43.526859283447266,1.629142608665408,54.18660354614258,2.3475367640028955,0,False
53,1.770944842140881,40.18238830566406,70.56511688232422,43.33147048950195,16.517641067504883,41.761329650878906,43.53424072265625,1.629142608665408,54.15390396118164,2.3475367640028955,0,False
54,1.8043588957661807,40.3376350402832,70.5549545288086,43.340274810791016,16.517641067504883,41.83879470825195,43.53424072265625,1.6266420131188402,54.15390396118164,2.3475367640028955,0,False
55,1.8377729493914805,40.34611892700195,70.5549545288086,43.35440444946289,16.53076171875,41.84601974487305,43.53424072265625,1.6261693016754772,54.15390396118164,2.3475367640028955,0,False
56,1.87118700301678,40.48680877685547,70.5549545288086,43.42224884033203,16.558090209960938,41.963279724121094,43.57324981689453,1.6261693016754772,54.1728515625,2.8431858879233958,0,False
57,1.9046010566420797,40.48680877685547,70.65229797363281,43.485069274902344,16.644052505493164,41.985939025878906,43.605194091796875,1.6261693016754772,54.17808532714844,5.766558949320208,0,False
58,1.9380151102673793,40.48680877685547,70.99700164794922,43.581787109375,16.906280517578125,42.036277770996094,43.95164108276367,1.627593715246943,54.186912536621094,8.556790077417576,0,False
59,1.971429163892679,40.50430679321289,71.32138061523438,43.64054870605469,17.150531768798828,42.044029235839844,44.23595428466797,1.6299571844879606,54.21322250366211,9.478488857645239,0,False
60,2.0048432175179784,40.50626754760742,71.69591522216797,43.767784118652344,17.338106155395508,42.12202453613281,44.51700973510742,1.6312024541702368,54.265785217285156,9.802325153327134,0,False
61,2.0382572711432783,40.50804901123047,71.92936706542969,43.851898193359375,17.815027236938477,42.19995880126953,44.872196197509766,1.6312752384477838,54.40241241455078,13.608821011043863,0,False
62,2.071671324768578,40.54736328125,72.58793640136719,43.89186477661133,18.255352020263672,42.21548843383789,45.42164611816406,1.632887649239452,54.40241241455078,15.812333180393535,0,False
63,2.1050853783938774,40.56095504760742,73.07696533203125,43.930973052978516,18.779390335083008,42.239166259765625,45.92817687988281,1.6329956673303458,54.27677917480469,18.539285522170186,0,False
64,2.1384994320191772,40.56095504760742,73.74517822265625,43.95359802246094,19.57396697998047,42.265724182128906,46.65957260131836,1.6329956673303458,54.27677917480469,23.122522753939684,0,False
65,2.171913485644477,40.577850341796875,74.52633666992188,44.04074478149414,20.417598724365234,42.30590057373047,47.47196960449219,1.632887649239452,54.27677917480469,25.76254586817389,0,False
66,2.2053275392697764,40.73788833618164,75.40998077392578,44.04074478149414,21.34360694885254,42.38931655883789,48.376792907714844,1.6318094237684302,54.221168518066406,29.65799926888837,0,False
67,2.2387415928950762,40.99299621582031,76.63920593261719,44.04074478149414,22.253721237182617,42.47808074951172,49.44646453857422,1.6269324646380325,54.221168518066406,30.927887142221866,0,False
68,2.2721556465203756,40.99299621582031,77.44094848632812,43.99016189575195,23.442527770996094,42.47808074951172,50.44173812866211,1.6268146499261584,54.16716766357422,35.92607026639885,0,False
69,2.3055697001456754,40.99299621582031,78.92505645751953,43.986366271972656,24.76961898803711,42.47808074951172,51.84733581542969,1.6268146499261584,54.079139709472656,41.83185467413081,0,False
70,2.3389837537709752,40.96515655517578,80.20917510986328,43.986366271972656,26.2653865814209,42.47808074951172,53.237281799316406,1.6268146499261584,54.02853775024414,44.945462329985936,0,False
71,2.3723978073962746,40.934303283691406,81.76058959960938,43.99016189575195,27.941322326660156,42.4776611328125,54.850955963134766,1.6269207391889269,53.90414047241211,49.437034495188094,0,False
72,2.4058118610215744,40.934303283691406,83.37846374511719,44.010440826416016,29.70366668701172,42.4776611328125,56.54106521606445,1.6279166185029301,53.838722229003906,54.19283947354542,0,False
73,2.439225914646874,40.934303283691406,85.34783172607422,44.04439926147461,31.59722137451172,42.49342346191406,58.47252655029297,1.6280159895954533,53.82951354980469,60.37356796584644,0,False
74,2.4726399682721736,40.9713134765625,87.44646453857422,44.05254364013672,33.704742431640625,42.50785827636719,60.57560348510742,1.6280159895954533,53.78327560424805,65.12083465110837,0,False
75,2.5060540218974734,41.0493049621582,89.64934539794922,44.13058853149414,35.996585845947266,42.60618591308594,62.822967529296875,1.6279166185029301,53.78327560424805,67.9470047284432,0,False
76,2.5394680755227728,41.14045715332031,91.96482849121094,44.163063049316406,38.26432418823242,42.635520935058594,65.11457824707031,1.6279166185029301,53.75963592529297,70.88727501331454,0,False
77,2.5728821291480726,41.14045715332031,94.36168670654297,44.17157745361328,40.75835037231445,42.65073776245117,67.56002044677734,1.627837665742774,53.743038177490234,77.13258273338181,0,False
78,2.6062961827733724,41.14045715332031,97.1023941040039,44.17789077758789,43.43596267700195,42.65073776245117,70.26918029785156,1.627837665742774,53.75963592529297,82.04417237088686,0,False
79,2.6397102363986717,41.12358474731445,99.78657531738281,44.22165298461914,46.29917907714844,42.65073776245117,73.04287719726562,1.629689783749959,53.75963592529297,83.49006521019683,0,False
80,2.6731242900239716,41.112892150878906,102.74315643310547,44.22165298461914,48.95417022705078,42.65073776245117,75.84866333007812,1.629689783749959,53.75963592529297,90.31217990282454,0,False
81,2.7065383436492714,41.068084716796875,105.92776489257812,44.17789077758789,52.228675842285156,42.625518798828125,79.07821655273438,1.627837665742774,53.70481872558594,95.85285407155118,0,False
82,2.7399523972745707,41.02938461303711,109.05221557617188,44.11647415161133,55.456233978271484,42.61468505859375,82.25422668457031,1.6270365641713553,53.70481872558594,99.04392273671178,0,False
83,2.7733664508998706,41.00313949584961,112.50579071044922,44.00395965576172,58.88588333129883,42.49456787109375,85.69583892822266,1.626778948243654,53.680076599121094,101.67637949178493,0,False
84,2.80678050452517,40.98866653442383,115.78778076171875,43.874019622802734,62.3054084777832,42.43134307861328,89.04659271240234,1.624958145169234,53.60357666015625,105.08696026223647,0,False
85,2.8401945581504697,40.98517990112305,119.45925903320312,43.812103271484375,65.97686767578125,42.407623291015625,92.71806335449219,1.624958145169234,53.60357666015625,110.22394763400605,0,False
86,2.8736086117757695,40.773521423339844,123.17222595214844,43.67536926269531,69.64725494384766,42.22444534301758,96.40974426269531,1.624958145169234,53.60357666015625,118.14464638471576,0,False
87,2.907022665401069,40.571510314941406,131.16233825683594,43.54080581665039,77.44151306152344,41.99961853027344,104.30192565917969,1.624958145169234,53.68073272705078,124.00398101524961,0,False
88,2.9404367190263687,40.47028732299805,131.16233825683594,43.54080581665039,77.44151306152344,41.99961853027344,104.30192565917969,1.6270750914827152,53.68073272705078,130.80633328558838,0,False
89,2.9738507726516685,40.45842742919922,139.39309692382812,43.48238754272461,85.78459167480469,41.97633743286133,112.5888442993164,1.6270750914827152,53.69291305541992,134.1296743187464,0,False
90,3.007264826276968,40.45842742919922,143.67649841308594,43.36487579345703,90.2119369506836,41.96338653564453,116.9442138671875,1.6250189948713034,53.686065673828125,137.46839575589084,0,False
91,3.0406788799022677,40.45492935180664,148.1371307373047,43.35525894165039,94.52313232421875,41.90990447998047,121.33013153076172,1.6250189948713034,53.686065673828125,137.46839575589084,0,False
92,3.074092933527567,40.31831359863281,152.71090698242188,43.12505340576172,99.09825897216797,41.721683502197266,125.90458679199219,1.6250189948713034,53.69291305541992,144.81064688369713,0,False
93,3.107506987152867,40.043701171875,157.39097595214844,43.05604553222656,103.6286849975586,41.54987335205078,130.50982666015625,1.6250189948713034,53.84661865234375,146.50731345622964,0,False
94,3.1409210407781667,39.97702407836914,162.5157928466797,42.770938873291016,108.63572692871094,41.37398147583008,135.5757598876953,1.6251389708063282,53.84661865234375,146.50731345622964,0,False
95,3.174335094403466,39.68010330200195,167.19151306152344,42.6358528137207,113.41073608398438,41.15797805786133,140.30111694335938,1.6251389708063282,53.86124801635742,146.63186390310378,0,False
96,3.207749148028766,39.53230285644531,172.2169189453125,42.4542236328125,118.50138854980469,40.993263244628906,145.35916137695312,1.6250336367845302,53.861942291259766,151.13733623306828,0,False
97,3.2411632016540652,39.37333679199219,177.28713989257812,42.29319381713867,123.50509643554688,40.83326721191406,150.3961181640625,1.6251389708063282,53.861942291259766,154.19176285688508,0,False
98,3.274577255279365,39.2139778137207,182.75074768066406,42.110572814941406,128.5656280517578,40.66227722167969,155.65818786621094,1.6251389708063282,54.05706787109375,158.78945487301598,0,False
99,3.307991308904665,39.01036071777344,188.03945922851562,42.016719818115234,133.9663543701172,40.51354217529297,161.00289916992188,1.6263371940249636,54.07587432861328,164.25529333554118,0,False
100,3.3414053625299642,38.79940414428711,193.613525390625,41.971046447753906,139.6495819091797,40.385223388671875,166.63156127929688,1.6288931210902575,54.156612396240234,169.391158477252,0,False
101,3.374819416155264,38.579498291015625,199.3080291748047,41.81739807128906,145.3291778564453,40.198448181152344,172.318603515625,1.6288931210902575,54.156612396240234,169.97736034119373,0,False
102,3.408233469780564,38.5159797668457,205.15841674804688,41.67666244506836,150.81590270996094,40.09632110595703,177.98715209960938,1.6295021534338923,54.43247604370117,171.10045634047165,0,False
103,3.441647523405863,38.2969970703125,210.97596740722656,41.31139373779297,156.5162811279297,39.804195404052734,183.74612426757812,1.629187278041206,54.43435287475586,173.75550112960275,0,False
104,3.475061577031163,37.96036911010742,216.75250244140625,41.3001708984375,162.4250030517578,39.610721588134766,189.5887451171875,1.629187278041206,54.468772888183594,179.71762360466354,0,False
105,3.5084756306564624,37.92127227783203,222.94158935546875,41.13904571533203,168.56564331054688,39.549705505371094,195.7536163330078,1.6329113140622957,54.54304885864258,185.772506266969,0,False
106,3.541889684281762,37.62046813964844,229.21835327148438,41.05326843261719,174.78273010253906,39.33686828613281,202.00054931640625,1.633774583173855,54.54375457763672,190.19294934011222,0,False
107,3.575303737907062,37.468963623046875,235.7495880126953,40.97968292236328,181.29452514648438,39.22432327270508,208.52206420898438,1.634581910919353,54.568111419677734,191.1260641021792,0,False
108,3.6087177915323614,37.22111129760742,242.09573364257812,40.720062255859375,187.3152618408203,38.97058868408203,214.70550537109375,1.634581910919353,54.568111419677734,191.18806192174577,0,False
109,3.642131845157661,37.00352478027344,248.55921936035156,40.566429138183594,194.0232696533203,38.784976959228516,221.29124450683594,1.6351772537962734,54.6522102355957,194.59648948119133,223,True
110,3.675545898782961,36.955570220947266,254.9621124267578,40.32923889160156,200.5392303466797,38.64240264892578,227.75067138671875,1.634581910919353,54.8921012878418,195.26654424556182,1632,True
111,3.7089599524082604,36.955570220947266,262.1126403808594,40.06049346923828,207.0891571044922,38.27936553955078,234.60089111328125,1.6327069991673864,55.136714935302734,195.26654424556182,1715,True
112,3.74237400603356,36.955570220947266,268.78759765625,39.77048110961914,213.42877197265625,38.07518768310547,241.10818481445312,1.6319673628813638,55.138675689697266,195.51555380464507,1734,True
113,3.7757880596588596,37.268680572509766,275.1588134765625,38.23468780517578,220.0305633544922,37.751686096191406,247.59469604492188,1.588317441235508,55.138675689697266,195.85506137101655,1778,True
114,3.8092021132841594,39.175289154052734,281.93463134765625,36.04855728149414,226.83847045898438,37.751686096191406,254.3865509033203,1.5141066840197968,55.184810638427734,195.85506137101655,1847,True
115,3.842616166909459,41.77327346801758,287.9227294921875,33.68164825439453,233.44390869140625,37.751686096191406,260.6833190917969,1.423346389205791,55.184810638427734,195.51555380464507,2005,True
116,3.8760302205347585,45.32094192504883,293.72314453125,31.449295043945312,240.0021514892578,38.38511657714844,266.8626403808594,1.3180995606928023,55.184810638427734,194.59648948119133,1905,True
117,3.9094442741600584,49.73379898071289,299.4211120605469,29.668989181518555,247.7847900390625,39.701393127441406,273.60296630859375,1.2001739189531366,55.07645797729492,187.12890418521067,1795,True
118,3.942858327785358,54.31153869628906,303.5591735839844,28.55743408203125,255.8802490234375,41.30110549926758,279.7197265625,1.0712204183849616,54.64603042602539,186.92971816625374,2096,True
119,3.9762723814106575,59.624916076660156,307.67462158203125,28.55743408203125,263.1923828125,43.75419616699219,285.4335021972656,0.9510172439384291,54.317264556884766,185.16600486060165,2254,True
120,4.009686435035957,65.1218490600586,310.5065002441406,28.55743408203125,271.0068054199219,46.83964157104492,290.75665283203125,0.8239685762624652,53.91141128540039,184.78225930080103,1903,True
121,4.043100488661257,71.15582275390625,312.97088623046875,29.834609985351562,278.65008544921875,50.495216369628906,295.81048583984375,0.6931144197928932,53.82548141479492,184.03928775634316,2145,True
122,4.0765145422865565,77.35823822021484,314.5333557128906,31.985315322875977,285.41741943359375,54.671775817871094,299.97540283203125,0.5705203124632805,53.76337814331055,183.7446688297564,2243,True
123,4.109928595911856,83.79095458984375,315.1935119628906,35.31501770019531,292.5656433105469,59.55298614501953,303.968994140625,0.4397501397403095,53.715545654296875,183.7446688297564,2340,True
124,4.143342649537156,90.25003814697266,315.1935119628906,39.21040725708008,298.6053161621094,64.730224609375,307.05303955078125,0.3196730917852037,53.572975158691406,183.7446688297564,2400,True
125,4.1767567031624555,96.41400909423828,315.1935119628906,44.06935119628906,303.837646484375,70.24168395996094,309.51556396484375,0.2136336345491239,53.562286376953125,183.7446688297564,2599,True
126,4.210170756787755,102.64888000488281,314.7322998046875,49.59147644042969,307.7604064941406,76.12017822265625,311.22906494140625,0.13001304072874828,53.509010314941406,184.03928775634316,2501,True
127,4.243584810413055,108.80709838867188,314.7322998046875,55.5965576171875,310.0453796386719,82.20182800292969,312.2969970703125,0.08442874773368637,53.509010314941406,186.01936670320381,2517,True
128,4.2769988640383545,115.09573364257812,314.69769287109375,61.785194396972656,311.0415344238281,88.44046020507812,312.88690185546875,0.06912114807533293,53.509010314941406,189.40486445797086,2455,True
129,4.310412917663654,121.6762466430664,314.548583984375,67.98908996582031,311.4635009765625,94.83267211914062,313.11907958984375,0.061596445922185064,53.580039978027344,189.85816632144338,1946,True
130,4.343826971288954,127.88484191894531,314.7322998046875,74.36402130126953,311.87396240234375,101.12443542480469,313.200927734375,0.053256865216895016,53.58172607421875,192.39950173073723,9,False
131,4.3772410249142535,134.45462036132812,314.73968505859375,80.92518615722656,311.87701416015625,107.68990325927734,313.2282409667969,0.053256865216895016,53.78916549682617,192.39950173073723,9,False
132,4.410655078539553,141.0049285888672,314.73968505859375,87.2463607788086,311.87701416015625,114.12564086914062,313.30682373046875,0.053256865216895016,53.596683502197266,192.39950173073723,10,False
133,4.444069132164852,147.56591796875,314.8792724609375,93.84536743164062,311.87396240234375,120.70564270019531,313.3608703613281,0.05582851354482431,53.804378509521484,192.39950173073723,3,False
134,4.4774831857901525,154.10952758789062,314.8807373046875,100.59911346435547,311.87396240234375,127.35432434082031,313.37347412109375,0.056061293523301546,53.808319091796875,192.39950173073723,2,False
135,4.510897239415452,160.6602783203125,314.99017333984375,106.6775131225586,311.87701416015625,133.6688995361328,313.3781433105469,0.05674541200618838,53.808319091796875,192.2879083066692,0,False
136,4.544311293040751,167.0072021484375,314.9908752441406,113.28341674804688,311.92181396484375,140.1453094482422,313.482666015625,0.0573649090452556,53.856842041015625,191.40825156564196,0,False
137,4.5777253466660515,173.4442138671875,315.1976623535156,119.59146118164062,311.9751892089844,146.51783752441406,313.56085205078125,0.05985073860059083,53.94148254394531,189.9971517488555,0,False
138,4.611139400291351,179.71983337402344,315.19989013671875,125.96284484863281,312.0218811035156,152.84133911132812,313.6513366699219,0.06083295405392913,53.94148254394531,188.45254021890673,0,False
139,4.64455345391665,186.17755126953125,315.41485595703125,132.0439910888672,312.1050109863281,159.11077880859375,313.7183837890625,0.060904119140182164,54.06690216064453,183.30265098524728,0,False
140,4.6779675075419505,192.08978271484375,315.4539489746094,138.0903778076172,312.1649475097656,165.090087890625,313.8094482421875,0.061938455454257475,54.0994758605957,182.21625575203464,0,False
141,4.71138156116725,198.2669677734375,315.6429443359375,144.30374145507812,312.2962646484375,171.2853546142578,313.9696044921875,0.0625959602782975,54.23978805541992,178.8281261292539,0,False
142,4.744795614792549,204.1620635986328,315.9041748046875,149.90821838378906,312.45233154296875,177.03514099121094,314.1782531738281,0.061938455454257475,54.36354446411133,169.68134508486168,0,False
143,4.778209668417849,209.83346557617188,316.07061767578125,155.40696716308594,312.4999694824219,182.62020874023438,314.2935791015625,0.06353829548219332,54.36354446411133,166.23746647616534,0,False
144,4.811623722043149,215.34580993652344,316.08721923828125,160.9393310546875,312.6966247558594,188.142578125,314.38360595703125,0.06353829548219332,54.36354446411133,165.8547602090179,0,False
145,4.845037775668448,220.6636962890625,316.2448425292969,166.5360565185547,312.90960693359375,193.59988403320312,314.61920166015625,0.06193522727964405,54.5109977722168,164.36950189047897,0,False
146,4.878451829293748,226.3265838623047,316.25146484375,172.1201171875,312.9869384765625,199.22335815429688,314.6405944824219,0.06015127726791568,54.5109977722168,162.13171929333134,0,False
147,4.911865882919048,231.7008819580078,316.37158203125,177.16806030273438,313.1705017089844,204.43447875976562,314.7076721191406,0.05785846385444117,54.35714340209961,156.7646471340297,0,False
148,4.945279936544347,237.0217742919922,316.4896545410156,182.37074279785156,313.3240966796875,209.69625854492188,314.9068603515625,0.05785846385444117,54.61941146850586,156.44606900079464,0,False
149,4.9786939901696465,242.0184326171875,316.59490966796875,187.7494354248047,313.5005798339844,214.88394165039062,315.0477294921875,0.05756376935976894,54.654964447021484,151.10250696859222,0,False
150,5.012108043794947,247.07322692871094,316.6945495605469,192.51063537597656,313.5305480957031,219.79193115234375,315.1186828613281,0.05785846385444117,54.74263381958008,145.92526066275266,0,False
151,5.045522097420246,251.97421264648438,316.7068176269531,197.29696655273438,313.54364013671875,224.63558959960938,315.11907958984375,0.05756376935976894,54.76795959472656,145.31976527767637,0,False
152,5.0789361510455455,256.8849792480469,316.8439025878906,202.1200714111328,313.64935302734375,229.50253295898438,315.24664306640625,0.05814769450214569,54.81968307495117,139.5881932466325,0,False
153,5.112350204670846,261.3294982910156,316.8581237792969,206.59274291992188,313.8030700683594,233.96112060546875,315.35101318359375,0.05756376935976894,54.858001708984375,136.61497100955683,0,False
154,5.145764258296145,266.1297607421875,317.01617431640625,211.13182067871094,313.8439025878906,238.63079833984375,315.40960693359375,0.057473004254402126,54.858001708984375,134.07169732274403,0,False
155,5.1791783119214445,270.3551940917969,317.0296936035156,215.48526000976562,313.88836669921875,242.92022705078125,315.45904541015625,0.057473004254402126,54.955169677734375,123.91048297160218,0,False
