turn,encoder_speed_mean_m_s,yaw_integral_rad,beta_peak_rad,lateral_velocity_peak_m_s,encoder_gyro_lateral_end_mm,video_lateral_end_mm,video_to_odometry_ratio,required_ground_speed_mean_m_s,cos_beta_mean_factor
1,1.5915564903846153,3.1527821044921875,0.213134765625,0.350830078125,99.12414741516113,90.0,0.9079523238979649,1.4450574140596006,0.9864430915986566
2,1.5886733659351144,3.15397216796875,0.21240234375,0.348876953125,99.64042663574219,90.0,0.9032478386409873,1.4349657840873944,0.9865310317351899
