time_s,x_px,y_px,score,x_px_smooth,y_px_smooth
2.9328420788530463,145,653,7907.0,145.0,653.0
2.966169829749104,145,653,7823.0,145.0,653.0
2.999497580645161,147,653,7869.0,146.0,653.0
3.0328253315412184,147,653,7825.0,147.0,653.0
3.066153082437276,146,653,7865.0,147.0,653.0
3.0994808333333332,147,653,7854.0,147.0,653.0
3.1328085842293905,147,653,7840.0,147.0,653.0
3.1661363351254477,147,653,7833.0,147.0,653.0
3.1994640860215053,147,653,7859.0,147.0,653.0
3.2327918369175626,147,654,7865.0,147.0,654.0
3.2661195878136198,147,654,7881.0,147.0,654.0
3.2994473387096774,147,654,7858.0,147.0,654.0
3.3327750896057347,147,654,7841.0,147.0,654.0
3.366102840501792,147,654,7846.0,147.0,654.0
3.3994305913978495,147,654,7842.0,147.0,654.0
3.4327583422939068,147,654,7847.0,147.0,654.0
3.466086093189964,147,655,7878.0,147.0,654.0
3.499413844086021,147,654,7869.0,147.0,654.0
3.532741594982079,147,654,7904.0,147.0,654.0
3.566069345878136,147,654,7855.0,147.0,654.0
3.5993970967741933,147,654,7860.0,147.0,654.0
3.632724847670251,148,654,7857.0,147.0,654.0
3.666052598566308,149,654,7819.0,148.0,654.0
3.6993803494623654,147,655,7851.0,148.0,654.0
3.7327081003584226,148,654,7852.0,148.0,654.0
3.7660358512544803,149,655,7855.0,148.0,655.0
3.7993636021505375,148,654,7890.0,148.0,655.0
3.8326913530465947,147,655,7900.0,148.0,655.0
3.8660191039426524,147,655,7830.0,148.0,655.0
3.8993468548387096,148,655,7882.0,148.0,655.0
3.932674605734767,147,655,7879.0,147.0,655.0
3.966002356630824,149,655,7861.0,148.0,655.0
3.9993301075268817,149,655,7852.0,149.0,655.0
4.032657858422939,147,655,7854.0,149.0,655.0
4.0659856093189966,149,655,7881.0,149.0,655.0
4.099313360215054,149,655,7843.0,149.0,655.0
4.132641111111111,149,655,7917.0,149.0,655.0
4.165968862007168,163,655,7571.0,163.0,655.0
4.199296612903225,169,655,7613.0,167.0,655.0
4.232624363799283,169,655,7607.0,167.0,655.0
4.265952114695341,169,655,7591.0,167.0,655.0
4.299279865591398,167,655,7612.0,169.0,655.0
4.332607616487455,157,657,7629.0,167.0,657.0
4.365935367383512,167,657,7581.0,167.0,657.0
4.39926311827957,169,657,7603.0,167.0,657.0
4.432590869175627,167,657,7601.0,167.0,657.0
4.465918620071684,167,656,7551.0,169.0,657.0
4.499246370967742,171,657,7565.0,169.0,657.0
4.532574121863799,169,657,7566.0,171.0,657.0
4.565901872759857,171,657,7597.0,171.0,657.0
4.599229623655914,171,657,7587.0,171.0,657.0
4.632557374551971,172,657,7592.0,172.0,657.0
4.665885125448028,173,657,7579.0,173.0,657.0
4.6992128763440855,173,658,7551.0,173.0,658.0
4.732540627240144,173,659,7625.0,173.0,659.0
4.765868378136201,173,659,7581.0,173.0,659.0
4.799196129032258,174,659,7533.0,174.0,659.0
4.832523879928315,175,659,7579.0,174.0,659.0
4.865851630824372,175,659,7557.0,175.0,659.0
4.89917938172043,176,659,7565.0,175.0,659.0
4.932507132616487,173,659,7513.0,175.0,659.0
4.965834883512545,175,659,7495.0,176.0,659.0
4.999162634408602,889,225,7649.0,831.0,275.0
5.032490385304659,880,234,7927.0,831.0,275.0
5.065818136200717,861,251,7822.0,831.0,275.0
5.099145887096774,831,275,7858.0,831.0,275.0
5.132473637992831,817,285,7914.0,817.0,285.0
5.165801388888888,803,297,7610.0,803.0,297.0
5.199129139784946,787,313,7629.0,787.0,313.0
5.232456890681004,178,663,7513.0,181.0,663.0
5.265784641577061,169,663,7528.0,181.0,663.0
5.299112392473118,177,663,7514.0,178.0,663.0
5.332440143369175,181,664,7495.0,177.0,664.0
5.3657678942652325,181,665,7457.0,173.0,665.0
5.39909564516129,171,665,7464.0,173.0,665.0
5.432423396057348,173,665,7472.0,173.0,665.0
5.465751146953405,173,665,7452.0,173.0,665.0
5.499078897849462,173,667,7461.0,173.0,665.0
5.5324066487455195,173,666,7504.0,173.0,665.0
5.565734399641577,629,225,7816.0,573.0,249.0
5.599062150537634,611,225,8096.0,573.0,249.0
5.632389901433691,593,233,8095.0,573.0,233.0
5.665717652329749,573,249,8087.0,573.0,225.0
5.699045403225806,567,266,8089.0,567.0,225.0
5.732373154121864,473,225,8100.0,473.0,225.0
5.765700905017921,453,225,8056.0,453.0,225.0
5.799028655913978,427,225,8100.0,427.0,225.0
5.832356406810035,411,225,8100.0,419.0,225.0
5.8656841577060925,405,225,8100.0,415.0,225.0
5.899011908602151,419,225,8100.0,411.0,225.0
5.932339659498208,389,225,8100.0,405.0,225.0
5.965667410394265,415,225,8100.0,389.0,225.0
5.998995161290322,309,225,8100.0,389.0,225.0
6.0323229121863795,389,225,8100.0,377.0,225.0
6.065650663082437,377,225,8100.0,377.0,225.0
6.098978413978494,315,271,8100.0,315.0,225.0
6.132306164874552,305,225,8100.0,377.0,225.0
6.165633915770609,415,225,8100.0,315.0,225.0
6.1989616666666665,293,225,8100.0,315.0,225.0
6.232289417562724,409,225,8100.0,305.0,225.0
6.265617168458781,273,225,8100.0,293.0,225.0
6.298944919354838,337,225,8100.0,273.0,225.0
6.332272670250895,215,225,8100.0,263.0,225.0
6.3656004211469535,261,225,8100.0,261.0,225.0
6.398928172043011,239,225,8100.0,239.0,225.0
6.432255922939068,263,225,8100.0,231.0,225.0
6.465583673835125,193,225,8100.0,239.0,225.0
6.498911424731182,231,225,8100.0,231.0,225.0
6.5322391756272395,179,225,8100.0,193.0,225.0
6.565566926523297,249,225,8100.0,185.0,225.0
6.598894677419355,171,225,8100.0,179.0,225.0
6.632222428315412,185,225,8100.0,171.0,225.0
6.665550179211469,164,225,8100.0,171.0,225.0
6.6988779301075265,167,225,8100.0,167.0,225.0
6.732205681003584,147,225,8100.0,164.0,225.0
6.765533431899641,195,225,8100.0,159.0,225.0
6.798861182795699,125,225,8100.0,155.0,225.0
6.832188933691756,137,225,8100.0,155.0,225.0
6.8655166845878135,159,225,8100.0,155.0,225.0
6.898844435483871,155,225,8100.0,137.0,225.0
6.932172186379928,155,225,8100.0,137.0,225.0
6.965499937275985,113,225,8100.0,113.0,225.0
6.998827688172042,53,225,8100.0,89.0,225.0
7.0321554390681005,77,225,8100.0,77.0,225.0
7.065483189964158,67,225,8100.0,67.0,225.0
7.098810940860215,89,225,8100.0,53.0,225.0
7.132138691756272,0,225,8100.0,0.0,225.0
7.165466442652329,0,225,8100.0,0.0,225.0
7.198794193548387,0,225,8100.0,0.0,225.0
7.232121944444444,0,225,8100.0,0.0,225.0
7.265449695340502,0,225,8100.0,0.0,225.0
7.298777446236559,0,225,8100.0,0.0,225.0
7.332105197132616,0,225,8100.0,0.0,225.0
7.3654329480286735,0,225,8100.0,0.0,225.0
7.398760698924731,0,225,8100.0,0.0,225.0
7.432088449820788,0,225,8100.0,0.0,225.0
7.465416200716845,0,225,8100.0,0.0,225.0
7.498743951612903,0,225,8100.0,0.0,225.0
7.5320717025089605,0,225,8100.0,0.0,225.0
7.565399453405018,0,225,8100.0,0.0,225.0
7.598727204301075,0,225,8100.0,0.0,225.0
7.632054955197132,0,225,8100.0,0.0,225.0
7.665382706093189,0,225,8100.0,0.0,225.0
7.698710456989247,0,225,8100.0,0.0,225.0
7.732038207885305,0,225,8100.0,0.0,225.0
7.765365958781362,0,225,8100.0,0.0,225.0
7.798693709677419,0,225,8100.0,0.0,225.0
7.832021460573476,0,225,8100.0,0.0,225.0
7.865349211469534,0,225,8100.0,0.0,225.0
7.898676962365591,0,225,8100.0,0.0,225.0
7.932004713261648,0,225,8100.0,0.0,225.0
7.965332464157706,0,225,8100.0,0.0,225.0
7.998660215053763,0,225,8100.0,0.0,225.0
8.03198796594982,0,225,8100.0,0.0,225.0
8.065315716845879,0,225,8100.0,0.0,225.0
8.098643467741935,0,225,8100.0,0.0,225.0
8.131971218637993,0,225,8100.0,0.0,225.0
8.16529896953405,0,225,8100.0,0.0,225.0
8.198626720430108,0,225,8100.0,0.0,225.0
8.231954471326164,0,225,8100.0,0.0,225.0
8.265282222222222,0,225,8100.0,0.0,225.0
8.29860997311828,0,225,8100.0,0.0,225.0
8.331937724014336,0,225,8100.0,0.0,225.0
8.365265474910395,0,225,8100.0,0.0,225.0
8.39859322580645,0,225,8100.0,0.0,225.0
8.431920976702509,0,225,8100.0,0.0,225.0
8.465248727598565,0,225,8100.0,0.0,225.0
8.498576478494623,0,225,8100.0,0.0,225.0
8.531904229390681,0,225,8100.0,0.0,225.0
8.565231980286738,0,225,8100.0,0.0,225.0
8.598559731182796,0,225,8100.0,0.0,225.0
8.631887482078852,0,225,8100.0,0.0,225.0
8.66521523297491,0,225,8100.0,0.0,225.0
8.698542983870967,0,225,8100.0,0.0,225.0
8.731870734767025,0,225,8100.0,0.0,225.0
8.765198485663083,0,225,8100.0,0.0,225.0
8.79852623655914,0,225,8100.0,0.0,225.0
8.831853987455197,0,225,8100.0,0.0,225.0
8.865181738351254,0,225,8100.0,0.0,225.0
8.898509489247312,0,225,8100.0,0.0,225.0
8.931837240143368,0,225,8100.0,0.0,225.0
8.965164991039426,0,225,8100.0,0.0,225.0
8.998492741935484,0,225,8100.0,0.0,225.0
9.03182049283154,0,225,8100.0,0.0,225.0
9.065148243727599,0,225,8100.0,0.0,225.0
9.098475994623655,0,225,8100.0,0.0,225.0
9.131803745519713,0,225,8100.0,0.0,225.0
9.16513149641577,0,225,8100.0,0.0,225.0
9.198459247311828,0,225,8100.0,0.0,225.0
9.231786998207886,0,225,8100.0,0.0,225.0
9.265114749103942,0,225,8100.0,0.0,225.0
9.2984425,0,225,8100.0,0.0,225.0
9.331770250896056,0,225,8100.0,0.0,225.0
9.365098001792115,0,225,8100.0,0.0,225.0
9.398425752688171,0,225,8100.0,0.0,225.0
9.431753503584229,0,225,8100.0,0.0,225.0
9.465081254480287,0,225,8100.0,0.0,225.0
9.498409005376343,0,225,8100.0,0.0,225.0
9.531736756272402,0,225,8100.0,0.0,225.0
9.565064507168458,0,225,8100.0,0.0,225.0
9.598392258064516,0,225,8100.0,0.0,225.0
9.631720008960572,0,225,8100.0,0.0,225.0
9.66504775985663,0,225,8100.0,0.0,225.0
9.698375510752689,0,225,8100.0,0.0,225.0
9.731703261648745,0,225,8100.0,0.0,225.0
9.765031012544803,0,225,8100.0,0.0,225.0
9.79835876344086,0,225,8100.0,0.0,225.0
9.831686514336917,0,225,8100.0,0.0,225.0
9.865014265232974,0,225,8100.0,0.0,225.0
9.898342016129032,0,225,8100.0,0.0,225.0
9.93166976702509,0,225,8100.0,0.0,225.0
9.964997517921146,0,225,8100.0,0.0,225.0
9.998325268817204,0,225,8100.0,0.0,225.0
10.03165301971326,0,225,8100.0,0.0,225.0
10.064980770609319,0,225,8100.0,0.0,225.0
10.098308521505375,0,225,8100.0,0.0,225.0
10.131636272401433,0,225,8100.0,0.0,225.0
10.164964023297491,0,225,8100.0,0.0,225.0
10.198291774193548,0,225,8100.0,0.0,225.0
10.231619525089606,0,225,8100.0,0.0,225.0
10.264947275985662,0,225,8100.0,0.0,225.0
10.29827502688172,0,225,8100.0,0.0,225.0
10.331602777777777,0,225,8100.0,0.0,225.0
10.364930528673835,0,225,8100.0,0.0,225.0
10.398258279569893,0,225,8100.0,0.0,225.0
10.43158603046595,0,225,8100.0,0.0,225.0
10.464913781362007,0,225,8100.0,0.0,225.0
10.498241532258064,0,225,8100.0,0.0,225.0
10.531569283154122,0,225,8100.0,0.0,225.0
10.564897034050178,0,225,8100.0,0.0,225.0
10.598224784946236,0,225,8100.0,0.0,225.0
10.631552535842294,0,225,8100.0,0.0,225.0
10.66488028673835,0,225,8100.0,0.0,225.0
10.698208037634409,0,225,8100.0,0.0,225.0
10.731535788530465,0,225,8100.0,0.0,225.0
10.764863539426523,0,225,8100.0,0.0,225.0
10.79819129032258,0,225,8100.0,0.0,225.0
10.831519041218638,0,225,8100.0,0.0,225.0
10.864846792114696,0,225,8100.0,0.0,225.0
10.898174543010752,0,225,8100.0,0.0,225.0
10.93150229390681,0,225,8100.0,0.0,225.0
10.964830044802866,0,225,8100.0,0.0,225.0
10.998157795698924,0,225,8100.0,0.0,225.0
11.03148554659498,0,225,8100.0,0.0,225.0
11.064813297491039,0,225,8100.0,0.0,225.0
11.098141048387097,0,225,8100.0,0.0,225.0
11.131468799283153,0,225,8100.0,0.0,225.0
11.164796550179211,0,225,8100.0,0.0,225.0
11.198124301075268,0,225,8100.0,0.0,225.0
11.231452051971326,0,225,8100.0,0.0,225.0
11.264779802867382,0,225,8100.0,0.0,225.0
11.29810755376344,0,225,8100.0,0.0,225.0
11.331435304659498,0,225,8100.0,0.0,225.0
11.364763055555555,0,225,8100.0,0.0,225.0
11.398090806451613,0,225,8100.0,0.0,225.0
11.43141855734767,0,225,8100.0,0.0,225.0
11.464746308243727,0,225,8100.0,0.0,225.0
11.498074059139784,0,225,8100.0,0.0,225.0
11.531401810035842,0,225,8100.0,0.0,225.0
11.5647295609319,0,225,8100.0,0.0,225.0
11.598057311827956,0,225,8100.0,0.0,225.0
11.631385062724014,0,225,8100.0,0.0,225.0
11.66471281362007,0,225,8100.0,0.0,225.0
11.698040564516129,0,225,8100.0,0.0,225.0
11.731368315412185,0,225,8100.0,0.0,225.0
11.764696066308243,0,225,8100.0,0.0,225.0
11.798023817204301,0,225,8100.0,0.0,225.0
11.831351568100358,0,225,8100.0,0.0,225.0
11.864679318996416,0,225,8100.0,0.0,225.0
11.898007069892472,0,225,8100.0,0.0,225.0
11.93133482078853,0,225,8100.0,0.0,225.0
11.964662571684586,0,225,8100.0,0.0,225.0
11.997990322580645,0,225,8100.0,0.0,225.0
12.031318073476703,0,225,8100.0,0.0,225.0
12.064645824372759,0,225,8100.0,0.0,225.0
12.097973575268817,0,225,8100.0,0.0,225.0
12.131301326164873,0,225,8100.0,0.0,225.0
12.164629077060932,0,225,8100.0,0.0,225.0
12.197956827956988,0,225,8100.0,0.0,225.0
12.231284578853046,51,225,8100.0,0.0,225.0
12.264612329749104,0,225,8100.0,0.0,225.0
12.29794008064516,0,225,8100.0,0.0,225.0
12.331267831541219,0,225,8100.0,0.0,225.0
12.364595582437275,0,225,8100.0,0.0,225.0
12.397923333333333,0,225,8100.0,0.0,225.0
12.43125108422939,0,225,8100.0,0.0,225.0
12.464578835125447,0,225,8100.0,0.0,225.0
12.497906586021506,0,225,8100.0,0.0,225.0
12.531234336917562,0,225,8100.0,0.0,225.0
12.56456208781362,0,225,8100.0,0.0,225.0
12.597889838709676,0,225,8100.0,0.0,225.0
12.631217589605734,47,225,8100.0,0.0,225.0
12.66454534050179,0,225,8100.0,0.0,225.0
12.697873091397849,0,225,8100.0,0.0,225.0
12.731200842293907,0,225,8100.0,0.0,225.0
12.764528593189963,0,225,8100.0,0.0,225.0
12.797856344086021,0,225,8100.0,0.0,225.0
12.831184094982078,0,225,8100.0,0.0,225.0
12.864511845878136,0,225,8100.0,0.0,225.0
12.897839596774192,0,225,8100.0,0.0,225.0
12.93116734767025,0,225,8100.0,0.0,225.0
12.964495098566308,63,225,8100.0,0.0,225.0
12.997822849462365,0,225,8100.0,0.0,225.0
13.031150600358423,0,225,8100.0,0.0,225.0
13.064478351254479,0,225,8100.0,0.0,225.0
13.097806102150537,0,225,8100.0,0.0,225.0
13.131133853046594,0,225,8100.0,0.0,225.0
13.164461603942652,0,225,8100.0,0.0,225.0
13.19778935483871,0,225,8100.0,0.0,225.0
13.231117105734766,0,225,8100.0,0.0,225.0
13.264444856630824,0,225,8100.0,0.0,225.0
13.29777260752688,0,225,8100.0,0.0,225.0
13.331100358422939,0,225,8100.0,0.0,225.0
13.364428109318997,0,225,8100.0,0.0,225.0
13.397755860215053,0,225,8100.0,0.0,225.0
13.431083611111111,0,225,8100.0,0.0,225.0
13.464411362007167,0,225,8100.0,0.0,225.0
13.497739112903226,0,225,8100.0,0.0,225.0
13.531066863799282,0,225,8100.0,0.0,225.0
13.56439461469534,0,225,8100.0,0.0,225.0
13.597722365591398,0,225,8100.0,0.0,225.0
13.631050116487454,0,225,8100.0,0.0,225.0
13.664377867383513,0,225,8100.0,0.0,225.0
13.697705618279569,0,225,8100.0,0.0,225.0
13.731033369175627,0,225,8100.0,0.0,225.0
13.764361120071683,0,225,8100.0,0.0,225.0
13.797688870967741,0,225,8100.0,0.0,225.0
13.8310166218638,0,225,8100.0,0.0,225.0
13.864344372759856,0,225,8100.0,0.0,225.0
13.897672123655914,53,225,8100.0,0.0,225.0
13.93099987455197,0,225,8100.0,0.0,225.0
13.964327625448028,0,225,8100.0,0.0,225.0
13.997655376344085,0,225,8100.0,0.0,225.0
14.030983127240143,0,225,8100.0,0.0,225.0
14.064310878136201,0,225,8100.0,0.0,225.0
14.097638629032257,0,225,8100.0,0.0,225.0
14.130966379928315,0,225,8100.0,0.0,225.0
14.164294130824372,0,225,8100.0,0.0,225.0
14.19762188172043,0,225,8100.0,0.0,225.0
14.230949632616486,0,225,8100.0,0.0,225.0
14.264277383512544,0,225,8100.0,0.0,225.0
14.297605134408602,0,225,8100.0,0.0,225.0
14.330932885304659,0,225,8100.0,0.0,225.0
14.364260636200717,0,225,8100.0,0.0,225.0
14.397588387096773,0,225,8100.0,0.0,225.0
14.430916137992831,0,225,8100.0,0.0,225.0
14.464243888888888,0,225,8100.0,0.0,225.0
14.497571639784946,0,225,8100.0,0.0,225.0
14.530899390681004,0,225,8100.0,0.0,225.0
14.56422714157706,0,225,8100.0,0.0,225.0
14.597554892473118,0,225,8100.0,0.0,225.0
14.630882643369175,0,225,8100.0,0.0,225.0
14.664210394265233,0,225,8100.0,0.0,225.0
14.697538145161289,0,225,8100.0,0.0,225.0
14.730865896057347,0,225,8100.0,0.0,225.0
14.764193646953405,0,225,8100.0,0.0,225.0
14.797521397849462,0,225,8100.0,0.0,225.0
14.83084914874552,0,225,8100.0,0.0,225.0
14.864176899641576,0,225,8100.0,0.0,225.0
14.897504650537634,0,225,8100.0,0.0,225.0
14.93083240143369,0,225,8100.0,0.0,225.0
14.964160152329748,0,225,8100.0,0.0,225.0
14.997487903225807,0,225,8100.0,0.0,225.0
15.030815654121863,0,225,8100.0,0.0,225.0
15.064143405017921,0,225,8100.0,0.0,225.0
15.097471155913977,0,225,8100.0,0.0,225.0
15.130798906810035,0,225,8100.0,0.0,225.0
15.164126657706092,0,225,8100.0,0.0,225.0
15.19745440860215,0,225,8100.0,0.0,225.0
15.230782159498208,0,225,8100.0,0.0,225.0
15.264109910394264,0,225,8100.0,0.0,225.0
15.297437661290322,0,225,8100.0,0.0,225.0
15.330765412186379,0,225,8100.0,0.0,225.0
15.364093163082437,0,225,8100.0,0.0,225.0
15.397420913978493,0,225,8100.0,0.0,225.0
15.430748664874551,0,225,8100.0,0.0,225.0
15.46407641577061,0,225,8100.0,0.0,225.0
15.497404166666666,0,225,8100.0,0.0,225.0
15.530731917562724,0,225,8100.0,0.0,225.0
15.56405966845878,0,225,8100.0,0.0,225.0
15.597387419354838,0,225,8100.0,0.0,225.0
15.630715170250895,285,285,8100.0,0.0,225.0
15.664042921146953,61,225,8100.0,0.0,225.0
15.69737067204301,0,225,8100.0,61.0,225.0
15.730698422939067,0,225,8100.0,271.0,225.0
15.764026173835125,277,257,8100.0,251.0,225.0
15.797353924731182,271,225,8100.0,267.0,225.0
15.83068167562724,276,225,8100.0,267.0,225.0
15.864009426523296,251,225,8100.0,267.0,225.0
15.897337177419354,267,225,8100.0,251.0,225.0
15.930664928315412,251,225,8100.0,251.0,225.0
15.963992679211469,251,225,8100.0,251.0,225.0
15.997320430107527,235,225,8100.0,251.0,225.0
16.030648181003585,253,225,8100.0,251.0,225.0
16.06397593189964,229,225,8100.0,251.0,225.0
16.097303682795697,281,225,8064.0,235.0,225.0
16.130631433691757,263,225,7756.0,229.0,225.0
16.163959184587814,195,685,7400.0,195.0,683.0
16.19728693548387,183,683,7388.0,195.0,685.0
16.230614686379926,195,685,7410.0,195.0,685.0
16.263942437275986,195,685,7421.0,195.0,685.0
16.297270188172043,195,685,7430.0,183.0,685.0
16.3305979390681,181,685,7387.0,181.0,685.0
16.36392568996416,179,683,7630.0,179.0,685.0
16.397253440860215,179,685,7607.0,179.0,685.0
16.43058119175627,179,685,7647.0,179.0,685.0
16.463908942652328,179,685,7626.0,179.0,685.0
16.497236693548388,179,685,7620.0,179.0,685.0
16.530564444444444,179,685,7619.0,179.0,685.0
16.5638921953405,179,685,7612.0,179.0,685.0
16.59721994623656,179,685,7635.0,179.0,685.0
16.630547697132616,179,686,7615.0,179.0,686.0
16.663875448028673,179,687,7632.0,179.0,687.0
16.69720319892473,179,687,7622.0,179.0,687.0
16.73053094982079,183,687,7392.0,183.0,687.0
16.763858700716845,195,687,7464.0,195.0,687.0
16.7971864516129,195,687,7460.0,195.0,687.0
16.83051420250896,195,688,7432.0,195.0,688.0
16.863841953405018,195,688,7451.0,195.0,688.0
16.897169704301074,195,688,7475.0,195.0,688.0
16.93049745519713,195,689,7473.0,195.0,689.0
16.96382520609319,195,689,7470.0,195.0,689.0
16.997152956989247,195,689,7422.0,195.0,689.0
17.030480707885303,185,689,7453.0,195.0,689.0
17.063808458781363,196,691,7362.0,195.0,691.0
17.09713620967742,195,691,7406.0,185.0,691.0
17.130463960573476,185,691,7316.0,185.0,691.0
17.163791711469532,181,691,7489.0,181.0,691.0
17.197119462365592,181,693,7567.0,181.0,693.0
17.230447213261648,181,693,7600.0,181.0,693.0
17.263774964157705,181,693,7577.0,181.0,693.0
17.297102715053764,181,693,7562.0,181.0,693.0
17.33043046594982,182,693,7486.0,182.0,693.0
17.363758216845877,183,694,7495.0,183.0,694.0
17.397085967741933,183,695,7464.0,183.0,695.0
17.430413718637993,183,695,7585.0,183.0,695.0
17.46374146953405,183,695,7530.0,183.0,695.0
17.497069220430106,183,695,7534.0,183.0,695.0
17.530396971326166,185,695,7272.0,185.0,695.0
17.563724722222222,199,697,7357.0,199.0,697.0
17.59705247311828,199,697,7360.0,199.0,697.0
17.630380224014335,199,699,7380.0,199.0,699.0
17.663707974910395,200,699,7359.0,199.0,699.0
17.69703572580645,199,699,7397.0,199.0,699.0
17.730363476702507,200,701,7356.0,199.0,699.0
17.763691227598567,200,701,7362.0,199.0,701.0
17.797018978494624,199,699,7387.0,199.0,701.0
17.83034672939068,199,701,7388.0,199.0,701.0
17.863674480286736,199,701,7400.0,199.0,701.0
17.897002231182796,199,701,7386.0,199.0,701.0
17.930329982078852,199,701,7390.0,199.0,701.0
17.96365773297491,183,701,7607.0,183.0,701.0
17.99698548387097,183,701,7369.0,183.0,701.0
18.030313234767025,183,702,7438.0,183.0,702.0
18.06364098566308,183,702,7458.0,183.0,702.0
18.096968736559138,183,703,7544.0,183.0,703.0
18.130296487455198,182,703,7527.0,182.0,703.0
18.163624238351254,182,703,7464.0,182.0,703.0
18.19695198924731,181,704,7442.0,181.0,704.0
18.23027974014337,181,704,7445.0,181.0,704.0
18.263607491039426,179,705,7503.0,181.0,705.0
18.296935241935483,179,705,7470.0,181.0,705.0
18.33026299283154,179,705,7455.0,181.0,705.0
18.3635907437276,194,708,7347.0,194.0,708.0
18.396918494623655,194,709,7337.0,194.0,709.0
