frame,time_video_s,center_x_mm,center_y_mm,heading_rad,speed_playback_mm_s,turn_led_blue_pixels,turn_led_active,time_log_s,log_x_mm,log_y_mm,position_error_mm,video_speed_true_mm_s,log_speed_mm_s
31,1.0367546235911842,225.47036743164062,137.61553955078125,1.5935649957514673,45.74356242714403,0,False,0.0038451063162322527,234.95905475945932,150.73678649614553,16.19266218403689,357.943375992402,47.96130565191545
32,1.0701983211263837,225.37152099609375,139.17262268066406,1.5935649957514673,50.55903521606259,0,False,0.008119061272807267,234.94673701715433,151.02459657434312,15.236602213959161,395.62445056568976,102.90516843422147
33,1.1036420186615832,225.21878051757812,140.98793029785156,1.5935649957514673,61.84721642418389,0,False,0.012393016229382282,234.92243220841152,151.61208547027462,14.388659745255548,483.95446851923896,172.8660688911035
34,1.1370857161967827,225.2003173828125,143.30587768554688,1.5935649957514673,79.17475763036592,0,False,0.016666971185957297,234.8817412315116,152.6258537551677,13.438449377679868,619.5424784576134,303.15941635097175
35,1.1705294137319822,225.2003173828125,146.28369140625,1.5930032087934203,87.46097250366212,0,False,0.02094092614253231,234.81944158277568,154.18815964392547,12.450227648309799,684.3821098411561,447.44272567811834
36,1.2039731112671817,225.2003173828125,149.15591430664062,1.5930032087934203,100.67588589477539,0,False,0.025214881099107325,234.73366641442024,156.30240888510588,11.914576304614844,787.7888071266175,547.855632513429
37,1.2374168088023811,225.2003173828125,153.01763916015625,1.5930032087934203,109.65357719421387,0,False,0.02948883605568234,234.63212679876182,158.81512389067174,11.071127226229066,858.0392415447235,647.3628168956456
38,1.2708605063375806,225.2003173828125,156.4903564453125,1.5896078111567475,116.36606168680451,0,False,0.033762791012257355,234.51256232135452,161.79492386546892,10.717105080682304,910.5644326992453,738.9943732623362
39,1.3043042038727801,225.07858276367188,160.80010986328125,1.5896078111567475,133.91263913241843,0,False,0.03803674596883237,234.37621494528355,165.20292698451266,10.287407972251781,1047.8664012111742,846.4887518491691
40,1.3377479014079796,225.01742553710938,165.445556640625,1.5896078111567475,152.29224665639146,0,False,0.04231070092540738,234.22316142616478,169.03649021629207,9.881314548373396,1191.6868300862632,955.4247816153421
41,1.371191598943179,224.93536376953125,170.98553466796875,1.590469212034645,166.99359785859178,0,False,0.0465846558819824,234.0512485820114,173.32632684187695,9.411623872416284,1306.7249032434806,1056.0851706072328
42,1.4046352964783786,224.61900329589844,176.60821533203125,1.5893478644722467,179.64193976682307,0,False,0.050858610838557416,233.85955344653695,178.04720443315418,9.351922621558414,1405.6981786753906,1165.0691675876033
43,1.438078994013578,224.61709594726562,182.99740600585938,1.5893478644722467,179.64650909983254,0,False,0.05513256579513243,233.64700550054738,183.2357715830459,9.033055113793813,1405.7339337061896,1266.3905094704892
44,1.4715226915487776,224.53073120117188,188.62367248535156,1.5893478644722467,187.06021842886662,0,False,0.059406520751707444,233.41422336112993,188.88176054619132,8.887240426768267,1463.7462092058813,1379.7405364419826
45,1.504966389083977,224.47549438476562,195.50857543945312,1.590469212034645,206.29587833215882,0,False,0.06368047570828246,233.1608252532327,195.0245531234183,8.698807383611088,1614.2652479491428,1494.111782795131
46,1.5384100866191766,224.3749237060547,202.42138671875,1.5938314601922727,211.32363351974828,0,False,0.06795443066485747,232.8873097585681,201.64661123737906,8.54757236609077,1653.6074322920304,1615.0539035998966
47,1.571853784154376,224.3526611328125,209.64292907714844,1.5951330276489484,233.55559025607832,0,False,0.07222838562143248,232.59588742866276,208.72501460010943,8.294175471483289,1827.572493753813,1718.8583410017427
48,1.6052974816895755,224.18649291992188,218.04217529296875,1.5979171806831503,233.55559025607832,0,False,0.0765023405780075,232.283268256393,216.30748497199545,8.280514558828187,1827.572493753813,1834.5343707091822
49,1.638741179224775,224.0819091796875,226.14891052246094,1.5989741161216875,233.55559025607832,1587,True,0.08077629553458252,231.94641530289496,224.36955278566091,8.063285342679979,1827.572493753813,1933.6704118757962
50,1.6721848767599745,224.0126953125,233.8095703125,1.6023565704389156,233.55559025607832,1690,True,0.08505025049115753,231.58738872309195,232.87435492617126,7.632208597993839,1827.572493753813,2061.626475395962
51,1.705628574295174,223.75372314453125,242.89129638671875,1.6498543261712377,233.55559025607832,1830,True,0.08932420544773255,231.20722123758912,241.89983554189908,7.519150778514014,1827.572493753813,2183.9595452416424
52,1.7390722718303735,223.6855010986328,250.28225708007812,1.7099972242880281,227.1535819115672,1802,True,0.09359816040430756,230.80889861260204,251.3929818725047,7.209473053319081,1777.4767784580133,2225.813586643031
53,1.772515969365573,222.89730834960938,258.06085205078125,1.8024970023338467,227.02429511499432,1777,True,0.09787211536088257,230.36796768213102,260.8314807107175,7.9678814018441,1776.4651092748306,2187.9544768853425
54,1.8059596669007725,221.89614868164062,265.0899353027344,1.9115098494761371,223.88538001128384,1762,True,0.1021460703174576,229.6708210467463,270.014575933001,9.2031307565421,1751.9030985882962,2142.731628224313
55,1.839403364435972,219.934814453125,272.9541320800781,2.0398006947562353,223.88538001128384,1875,True,0.1064200252740326,228.46625666360464,278.77104852963265,10.325794069796848,1751.9030985882962,2017.811808913171
56,1.8728470619711715,217.70309448242188,279.4660339355469,2.1786965102312323,222.99266728102245,1742,True,0.11069398023060761,226.59538829814826,286.82693094390106,11.543643015651663,1744.9176214740007,1857.2781546039846
57,1.906290759506371,214.3331298828125,286.6236572265625,2.3412819936297202,220.86032535290687,1858,True,0.11496793518718264,223.92061361241738,294.2614908096523,12.257909532559479,1728.2320458864963,1860.6333821439027
58,1.9397344570415704,211.2420654296875,292.2784729003906,2.4888097015710344,214.83952861440997,1860,True,0.11924189014375765,220.21660748921738,301.32388771580156,12.742132253321126,1681.119311407758,1876.6218667786466
59,1.97317815457677,205.77212524414062,298.16522216796875,2.639681942556659,214.5297713143994,1949,True,0.12351584510033266,215.41330292961558,307.81147033427607,13.63827008270798,1678.6954605351752,1902.211364558253
60,2.0066218521119694,200.05531311035156,302.76788330078125,2.806798922480665,211.44514336122992,1822,True,0.12778980005690768,209.5281360853594,313.5230052896404,14.332027913420985,1654.5582468016241,1939.253907361478
61,2.040065549647169,194.22366333007812,306.32965087890625,2.9774646229401442,211.44514336122992,1924,True,0.1320637550134827,202.65530505927853,318.25884691976216,14.608158694057442,1654.5582468016241,1964.3030127874792
62,2.0735092471823684,187.75372314453125,308.8466796875,3.152986499714329,210.10332694254836,2287,True,0.1363377099700577,195.11157529126348,321.7497897901381,14.853559793328108,1644.058533325441,1953.7974119631724
63,2.106952944717568,180.81460571289062,310.5357666015625,3.319745665845144,205.14400429035135,2662,True,0.1406116649266327,187.13676799173055,323.9000600525045,14.784250921939796,1605.2518335719994,1943.624693170938
64,2.1403966422527674,176.69924926757812,310.5357666015625,3.446324934068275,193.15215566768288,2684,True,0.14488561988320772,178.93798079140367,324.65972564336784,14.300284537391729,1511.4156180996185,1915.655022154514
65,2.173840339787967,168.25338745117188,310.5357666015625,3.6509198666375724,191.7130614080242,2917,True,0.14915957483978276,170.80660750046218,324.00939214133734,13.7134064989765,1500.1547055177894,1895.9025894552465
66,2.2072840373231664,161.9013214111328,309.23687744140625,3.805164390579102,191.7130614080242,2923,True,0.15343352979635777,162.9906316730419,322.00622120688286,12.815722260084161,1500.1547055177894,1876.7612659516014
67,2.240727734858366,156.12567138671875,306.3701171875,3.970305476138029,191.7130614080242,3062,True,0.15770748475293278,155.63563475309837,318.71669654094114,12.356300321419397,1500.1547055177894,1884.7922273436106
68,2.2741714323935653,150.63516235351562,302.9134521484375,4.12985305155467,193.15215566768288,3110,True,0.1619814397095078,148.96881971965104,314.25521732110735,11.463521928509648,1511.4156180996185,1869.140625
69,2.307615129928765,146.01043701171875,298.7681884765625,4.283942086687723,194.97784538182205,3108,True,0.1662553946660828,143.15812776421592,308.7271044589411,10.359327950570238,1525.7016401127576,1890.3966640607894
70,2.3410588274639643,142.1737060546875,293.82470703125,4.411369791391038,194.97784538182205,3160,True,0.1705293496226578,138.30101086523229,302.2638993237614,9.28535053621635,1525.7016401127576,1899.9883289726304
71,2.374502524999164,138.99623107910156,287.77349853515625,4.539781874544203,201.21620608994232,3176,True,0.17480330457923285,134.4914205760751,295.0604383850648,8.56696037368931,1574.5168126537988,1913.6460579747436
72,2.4079462225343633,136.6905517578125,281.533447265625,4.6290027281927015,208.76567059028633,3081,True,0.17907725953580786,131.75147112665042,287.30238815569277,7.594418771322553,1633.5913723689905,1947.7183175926243
73,2.441389920069563,135.0374298095703,274.38262939453125,4.6868099113338735,217.58136954035442,3291,True,0.18335121449238287,130.00467995442318,279.06734286444635,6.8756898853633155,1702.5742166532734,1988.5194604864118
74,2.4748336176047623,134.21347045898438,267.1923522949219,4.717400284774923,226.11327445227835,3169,True,0.18762516944895788,129.10879339055143,270.54794078405877,6.1088216606325325,1769.336372589078,2021.9733181599918
75,2.5082773151399618,133.9337158203125,259.298828125,4.731440988211235,229.3683498744168,3198,True,0.1918991244055329,128.8279182091572,261.8290075038557,5.698331065782838,1794.8073377673115,2050.78125
76,2.5417210126751613,133.90655517578125,251.5918426513672,4.734032698171818,233.1526558375542,1999,True,0.1961730793621079,128.9107293473168,252.9848951725532,5.186412154383348,1824.4195319288615,2085.674603145585
77,2.5751647102103608,133.90655517578125,243.95700073242188,4.737644679014702,233.28055115261813,0,False,0.20044703431868294,129.1313933921869,244.04937610424852,4.776055199515601,1825.420312769237,2092.0492973257433
78,2.6086084077455602,133.90655517578125,235.75875854492188,4.745256511045675,233.28055115261813,0,False,0.20472098927525795,129.3796100892743,235.1254900817533,4.5710240387350005,1825.420312769237,2082.2578962870475
79,2.6420521052807597,134.08059692382812,227.50091552734375,4.745256511045675,236.38404974138638,0,False,0.20899494423183296,129.66163698703468,226.3147650746372,4.575386302755372,1849.7051892263485,2041.0748722832075
80,2.6754958028159592,134.2360382080078,219.80760192871094,4.745256511045675,236.71252393341067,0,False,0.21326889918840797,129.96766512702197,217.69542677575987,4.762383083628238,1852.2754997789384,2006.1715129075321
81,2.7089395003511587,134.41229248046875,211.9094696044922,4.745979765214052,236.71252393341067,0,False,0.21754285414498298,130.2716520988222,209.2532859860566,4.919371320094447,1852.2754997789384,1953.5435999760016
82,2.742383197886358,134.65158081054688,203.6341552734375,4.737112092392469,236.38404974138638,0,False,0.221816809101558,130.5592216509103,201.00573892799966,4.863740944625461,1849.7051892263485,1898.6311433411174
83,2.7758268954215577,134.9451904296875,196.99200439453125,4.735134819971827,233.1526558375542,0,False,0.22609076405813303,130.82212868084116,192.89389361033278,5.813273620290345,1824.4195319288615,1883.0768523572874
84,2.809270592956757,135.03146362304688,187.82760620117188,4.735134819971827,229.70937662661103,0,False,0.23036471901470804,131.06326229305859,184.83206010633074,4.971912931824006,1797.4758721032313,1887.1785011920122
85,2.8427142904919567,135.22865295410156,179.8922882080078,4.729736571068313,227.3096860170342,0,False,0.23463867397128305,131.2884723964911,176.82057832267253,4.996040877158429,1778.6982930832928,1864.881517550081
86,2.876157988027156,135.25698852539062,172.464599609375,4.729736571068313,223.16582280021163,0,False,0.23891262892785806,131.50826465795453,168.88530135747138,5.1830788736392375,1746.272563411656,1853.8949243115296
87,2.9096016855623557,135.36378479003906,164.68873596191406,4.73670956214143,214.19208519263546,0,False,0.24318658388443307,131.725470406407,161.00723754892914,5.175979339115881,1676.0530666323725,1834.9609375
88,2.943045383097555,135.41195678710938,158.13868713378906,4.741609679414357,198.90499909048168,0,False,0.24746053884100808,131.93503816669045,153.20265416930243,6.037663829621065,1556.4316178830193,1822.342697576156
89,2.9764890806327546,135.580322265625,151.38626098632812,4.741609679414357,195.56008992404196,0,False,0.2517344937975831,132.14032028243497,145.4366255137673,6.872537806422417,1530.2577036556283,1813.3384213055842
90,3.009932778167954,135.5939483642578,145.0594482421875,4.741609679414357,178.67234247193514,0,False,0.2560084487541581,132.33765329804595,138.01398887968648,7.76156911886308,1398.1110798428924,1591.3100815475302
91,3.0433764757031536,135.72064208984375,139.4361572265625,4.743375206454833,143.02524733694779,0,False,0.26028240371073313,132.51246576870722,131.92547073162967,8.167178639693606,1119.1725604116164,1205.9599496955193
92,3.076820173238353,135.8072052001953,135.4952392578125,4.743375206454833,112.00555274016341,0,False,0.26455635866730814,132.66880481830108,127.41555870063456,8.667802193354035,876.4434501917787,883.6048716843411
93,3.1102638707735526,135.952880859375,131.947998046875,4.74852164282444,91.25746281264496,0,False,0.26883031362388315,132.78246371459525,124.43150684112717,8.157768378545555,714.0896465089468,524.7744015623338
94,3.143707568308752,135.98980712890625,129.3939971923828,4.750955169075534,70.96664730265391,0,False,0.27310426858045816,132.8473751348062,122.78181985741867,7.320913054159096,555.3140151432668,247.67425909075155
95,3.1771512658439516,135.99559020996094,127.201416015625,4.751428618755931,63.964112835155404,0,False,0.2773782235370332,132.88747031841837,121.84796017896514,6.190306830462457,500.51918293509107,205.2998809293874
96,3.210594963379151,135.99559020996094,125.11560821533203,4.752081492506606,50.495954650309905,0,False,0.2816521784936082,132.93424319469722,120.83907819704586,5.259330237317939,395.130845138675,264.12824472253675
97,3.2440386609143506,136.01211547851562,123.82391357421875,4.753991581139978,29.673835950381147,0,False,0.2859261334501832,132.98477737902016,119.78761409060385,5.045442447406046,232.19776631173247,249.41607779080425
98,3.27748235844955,136.05209350585938,123.13160705566406,4.754177722542723,15.420669467154982,0,False,0.29020008840675826,133.03100081025798,118.84199984861935,5.246687628032189,120.66673858048773,164.45011407646967
99,3.3109260559847495,136.086181640625,122.79512786865234,4.754177722542723,12.07732235153759,0,False,0.29447404336333327,133.05918277141922,118.26848441255859,5.445477309912279,94.50504740078165,79.43175966064544
100,3.344369753519949,136.11944580078125,122.62537384033203,4.754177722542723,12.07732235153759,0,False,0.2987479983199083,133.07073142331066,118.03537749299403,5.51023827288549,94.50504740078165,22.103381808771438
101,3.3778134510551485,136.11944580078125,122.62537384033203,4.754485678974852,12.07732235153759,0,False,0.3030219532764833,133.06546442051803,118.13822374158755,5.427828136525424,94.50504740078165,-47.75860112326092
102,3.411257148590348,136.1112060546875,122.62537384033203,4.754414144783451,12.07732235153759,0,False,0.3072959082330583,133.047557520833,118.4888727482913,5.1474832319729735,94.50504740078165,-77.43339147970705
103,3.4447008461255475,136.1112060546875,122.88516998291016,4.75323496655407,12.07732235153759,0,False,0.3115698631896333,133.02309887413793,118.96812209553916,4.987952496818652,94.50504740078165,-116.10492630456065
104,3.478144543660747,136.10362243652344,123.43315887451172,4.753410421919576,14.83445957306823,0,False,0.3158438181462083,132.99576480314238,119.50308230014726,5.010417243077988,116.0796461592589,-144.18544530616944
105,3.5115882411959465,136.097900390625,124.41388702392578,4.753410421919576,18.559059409433193,0,False,0.32011777310278333,132.96639538574155,120.07456597342477,5.351264408990768,145.22463987881474,-153.88544173744114
106,3.545031938731146,136.08773803710938,124.4252700805664,4.753410421919576,18.677096686429003,0,False,0.32439172805935834,132.93656555686283,120.65606890007749,4.912918230467736,146.14828157130694,-145.83955283255216
107,3.5784756362663455,136.01846313476562,125.69245147705078,4.753214719030527,18.677096686429003,0,False,0.32866568301593335,132.90617040739548,121.25613231749215,5.419159870894025,146.14828157130694,-139.677255392578
108,3.611919333801545,135.8877410888672,125.7706298828125,4.7483019718753585,18.677096686429003,0,False,0.33293963797250836,132.87507101637289,121.88582001526659,4.916088757608522,146.14828157130694,-137.22643090737074
109,3.6453630313367444,135.8827362060547,126.92637634277344,4.747847094492961,18.582098838519585,0,False,0.33721359292908337,132.84179508567007,122.58070317025427,5.303979470171324,145.40492341141575,-176.0633123233642
110,3.678806728871944,135.8827362060547,127.75482177734375,4.7460506651251215,18.582098838519585,0,False,0.3414875478856584,132.80741268068172,123.31811725805028,5.398329535813048,145.40492341141575,-175.63965306883458
111,3.7122504264071434,135.8877410888672,128.17562866210938,4.742299356162712,18.559059409433193,0,False,0.34576150284223345,132.7740508503597,124.06980243411056,5.1529482741339185,145.22463987881474,-175.59590146791854
112,3.745694123942343,135.8877410888672,128.77137756347656,4.742299356162712,17.4193458707348,0,False,0.35003545779880846,132.74298542252075,124.80818004375062,5.059290738965283,136.3063814384998,-171.05946291372996
