frame,time_video_s,center_x_mm,center_y_mm,heading_rad,speed_playback_mm_s,turn_led_blue_pixels,turn_led_active,time_log_s,log_x_mm,log_y_mm,position_error_mm,video_speed_true_mm_s,log_speed_mm_s
27,0.9027684900361107,135.64730834960938,46.478843688964844,1.6032606968756098,3.7457787534907117,0,False,0.002574793597931193,126.75803126790413,51.99169995503709,10.459963252598078,31.18360812281017,20.908765140822524
28,0.9362043600374481,135.65670776367188,46.679439544677734,1.6038914753944231,8.131277537690877,0,False,0.0065911143188125635,126.74423833165751,52.21557031086445,10.491942395805912,67.69288550127655,92.52942902822755
29,0.9696402300387855,135.66488647460938,47.02231216430664,1.6038914753944231,17.649280309874428,0,False,0.010607435039693934,126.71511141447941,52.68808090390435,10.592422245998643,146.9302585797046,144.72846876844775
30,1.003076100040123,135.6695556640625,47.8596076965332,1.6041423682475193,28.347363533237395,0,False,0.014623755760575305,126.67116640933767,53.401672959078,10.568135907237991,235.9918014142013,214.2186543763966
31,1.0365119700414605,135.74652099609375,48.91619110107422,1.6045827835266067,37.27715892633327,0,False,0.01864007648145669,126.60636702924211,54.44968607779727,10.684661023877783,310.3323480617245,312.03492842943547
32,1.069947840042798,135.74652099609375,50.3512077331543,1.6041423682475193,45.210614992705835,0,False,0.022656397202338075,126.52115349635072,55.81738033614084,10.723173430983744,376.378369814276,380.18827578581653
33,1.1033837100441353,135.765869140625,51.9394416809082,1.6023972333065495,53.13213278610488,0,False,0.02667271792321943,126.42166283964379,57.43087797789157,10.838360761624582,442.3250054443231,424.0632759369512
34,1.1368195800454728,135.76502990722656,53.904197692871094,1.6007340957225438,63.377245962432575,0,False,0.030689038644100816,126.30656415708368,59.34213870048744,10.910260159544379,527.6155726372511,530.8960950750716
35,1.17025545004681,135.796875,56.17747497558594,1.5975512132468142,72.83122883723941,0,False,0.034705359364982175,126.17415299583617,61.588325423501175,11.03965947568689,606.319980070018,587.5810624391825
36,1.2036913200481476,135.796875,58.774444580078125,1.5975512132468142,84.39978650219203,0,False,0.038721680085863554,126.02268640235417,64.20207819704243,11.180070188614684,702.6282226307486,693.0527747371925
37,1.2371271900494851,135.8180389404297,61.82139587402344,1.5975512132468142,94.64763843267595,0,False,0.04273800080674494,125.8507245050947,67.15366297962966,11.30400059883081,787.9415899520272,779.2949384195739
38,1.2705630600508224,135.83197021484375,65.10359954833984,1.5996220498275404,102.93993889796367,0,False,0.0467543215276263,125.65832401795144,70.4282534799746,11.48281395961873,856.9749913255475,851.4678612593466
39,1.30399893005216,135.87405395507812,68.70494079589844,1.5996220498275404,114.24173980386996,0,False,0.050770642248507684,125.44706850448419,74.01564651271286,11.701522157288041,951.0624838672173,938.1540298511188
40,1.3374348000534972,135.8961181640625,72.74287414550781,1.5997484550231245,122.37659032624835,0,False,0.05478696296938904,125.21492795119849,77.97234205591059,11.892651470101791,1018.7851144660174,1035.9418403719098
41,1.3708706700548348,135.90438842773438,76.88842010498047,1.5997484550231245,133.70596720059905,0,False,0.05880328369027042,124.96646375258959,82.23536443992577,12.174892604049731,1113.102176944987,1095.7512259316957
42,1.4043065400561723,135.90438842773438,81.68402099609375,1.6002405753358704,143.45592439270018,0,False,0.06281960441115181,124.70105126566582,86.82486709431592,12.326518655832729,1194.270570569229,1193.2443344744447
43,1.4377424100575096,135.90438842773438,86.4815673828125,1.6002405753358704,156.02064249860635,0,False,0.06683592513203317,124.41425347731612,91.76165286481636,12.645256180722118,1298.8718488008979,1276.2221444572579
