phase_pct,baseline_omega_mean,baseline_omega_std,baseline_alpha_mag_mean,baseline_alpha_mag_std,baseline_omega_sq_mean,baseline_omega_sq_std,baseline_sp_feedback_mean,baseline_sp_feedback_std,baseline_turn_ff_mean,baseline_turn_ff_std,baseline_required_turn_voltage_mean,baseline_required_turn_voltage_std,baseline_motor_voltage_delta_mean,baseline_motor_voltage_delta_std,baseline_speed_error_mean,baseline_speed_error_std,baseline_acceleration_mean,baseline_acceleration_std,current_omega_mean,current_omega_std,current_alpha_mag_mean,current_alpha_mag_std,current_omega_sq_mean,current_omega_sq_std,current_sp_feedback_mean,current_sp_feedback_std,current_turn_ff_mean,current_turn_ff_std,current_required_turn_voltage_mean,current_required_turn_voltage_std,current_motor_voltage_delta_mean,current_motor_voltage_delta_std,current_speed_error_mean,current_speed_error_std,current_acceleration_mean,current_acceleration_std,predicted_speed_error_unconstrained,predicted_speed_error_constrained,predicted_speed_error_conservative
0.0,-0.12176513671875,0.0,147.52197265625,0.0,0.01482674852013588,0.0,-0.007947405179341635,0.015542659949142591,2.4593098958284692e-05,0.00011580677578784806,-0.007922812080383349,0.015537292464140562,-0.0017960866292317708,0.020202063343542968,0.007207234700520833,0.007515670905652646,0.6222787900034005,0.8088709028614601,-0.12176513671875,0.0,147.52197265625,0.0,0.01482674852013588,0.0,0.0349118709564209,0.017564402508808682,-0.08345668945312501,0.0,-0.04854481849670411,0.017564402508808682,-0.0116729736328125,0.017541177649705905,0.02044677734375,0.008145621247388388,0.09667456566871818,0.9943942878234123,0.006779988606770833,0.006779988606770833,0.006779988606770833
0.5,-0.21259871800740546,0.029449787599884383,180.10480880737305,10.56390808816705,0.05034742450380384,0.011516405587918659,-0.008172270258267722,0.012153634786066363,2.4593098958284692e-05,0.00011580677578784806,-0.008147677159309438,0.012172835568060725,-0.0060441891352335615,0.024380528866110595,0.007057571411132811,0.006341410782020448,0.6397361429328604,0.7449899181160704,-0.22576812744140623,0.0,184.82879638671875,0.0,0.05549735164269805,0.0,0.03766140699386597,0.01792836230260548,-0.10445522460937501,0.0,-0.06679381761550904,0.01792836230260548,-0.03005744934082031,0.01792523568040367,0.02160858154296875,0.008517493444379135,-0.3137633850524507,1.034601329243071,0.006929651896158855,0.006929651896158855,0.006929651896158855
1.0,-0.3215124384562175,0.06698475398192158,211.37386322021484,20.54031807002233,0.11676798879556975,0.03685104752512538,-0.009917694330215457,0.012066531060410965,2.4593098958284692e-05,0.00011580677578784806,-0.009893101231257173,0.012084282728561284,-0.01435419718424479,0.02863036148366773,0.006138407389322917,0.006117390356811638,0.7266425641822392,0.791019743013152,-0.35146728515625,0.0,220.55908203125,0.0,0.1332478207349777,0.0,0.03754495725035667,0.020123634836192627,-0.12465297851562501,0.0,-0.08710802126526834,0.020123634836192627,-0.07093574523925782,0.020112674768741227,0.021243896484375,0.009159684728268216,-0.4126211313101084,1.0312728773508661,0.007848815917968752,0.007848815917968752,0.007848815917968752
1.5,-0.448137798309326,0.11244027152240081,241.39347712198892,29.9580057204307,0.2196558279090094,0.07849420353759605,-0.012221252818902335,0.014006222885245223,2.4593098958284692e-05,0.00011580677578784806,-0.01219665971994405,0.014003556290076645,-0.0262572971979777,0.03328801403392969,0.0049352264404296875,0.00654782869801167,0.8695748839715542,0.8959982554126784,-0.49842041015625,0.0,254.7900390625,0.0,0.25475901961326597,0.0,0.03581427447497845,0.02350197406142407,-0.14402187500000002,0.0,-0.10820760052502157,0.02350197406142407,-0.12153583526611329,0.023476190308037808,0.02001953125,0.010431313512973323,-0.214836636345439,0.9486708896277299,0.009051996866861983,0.009051996866861983,0.009051996866861983
2.0,-0.5988903554280595,0.16868545954737013,269.8526255289714,38.67789203440061,0.3955724733710913,0.1527966832786701,-0.011775276263554893,0.015136070139630614,2.4593098958284692e-05,0.00011580677578784806,-0.011750683164596607,0.015120129938151807,-0.04160036087036134,0.028608963374857764,0.005115458170572916,0.007236117223193673,1.0435794098208673,0.9069464997587375,-0.674326171875,0.0,287.1484375,0.0,0.46390478610992436,0.0,0.0363814041018486,0.01648203610073593,-0.16209438476562502,0.0,-0.12571298066377642,0.01648203610073593,-0.1389790344238281,0.016485288295118257,0.02001953125,0.007782773493033571,0.35468112616550473,0.8301703695285746,0.00887176513671875,0.00887176513671875,0.00887176513671875
2.5,-0.7697234789530437,0.2339107784520091,295.9619204203288,46.34699092491276,0.6657909684368254,0.2692722140778679,-0.013216045995553335,0.015127866371643817,2.4593098958284692e-05,0.00011580677578784806,-0.01319145289659505,0.015113615934323067,-0.04895008405049642,0.026662767193466476,0.004363759358723958,0.007316010533697273,1.2428987646806884,0.8828688445740279,-0.87432861328125,0.0,316.68701171875,0.0,0.7862127721309662,0.0,0.038945233821868895,0.02202019714961774,-0.17888515625,0.0,-0.1399399224281311,0.022020197149617733,-0.15314178466796874,0.02203477243957498,0.02101287841796875,0.010772181490096384,0.6404761112097599,0.6575455063932634,0.00962346394856771,0.00962346394856771,0.00962346394856771
3.0,-0.9554185740152996,0.30522473092362196,320.4080454508464,53.31267763939288,1.0228191215343154,0.42361258650357403,-0.014645226498444875,0.015461918134824901,2.4593098958284692e-05,0.00011580677578784806,-0.014620633399486592,0.015452655886972491,-0.05228468577067056,0.025813761351778822,0.003626759847005208,0.007359050273642111,1.4506024506634898,0.9148885173317111,-1.0919140625,0.0,344.248046875,0.0,1.2122627639770507,0.0,0.04111808776855469,0.027722880569207804,-0.194674951171875,0.0,-0.1535568634033203,0.027722880569207794,-0.16673431396484376,0.027731428438131738,0.0218133544921875,0.013468516214448237,0.7446025857280767,0.5386854967186488,0.010360463460286457,0.010360463460286457,0.010360463460286457
3.5,-1.1583739471435543,0.38098706977661667,343.0261484781901,59.69862034431759,1.4936980061170946,0.6232803430173819,-0.014787548830111822,0.016019837745911432,2.4593098958284692e-05,0.00011580677578784806,-0.014762955731153542,0.01601151859796009,-0.05286885897318522,0.02579510942353972,0.003542505900065104,0.007098160103384973,1.6635934493295392,0.9307370189076967,-1.3287499999999999,0.0,369.7216796875,0.0,1.7724352645874022,0.0,0.041069679260253907,0.02708187465351616,-0.20930507812500002,0.0,-0.1682353988647461,0.02708187465351616,-0.18147201538085936,0.027059592551887498,0.021512145996093752,0.012975886787647058,0.6744409663415984,0.32297265696955174,0.010444717407226564,0.010444717407226564,0.010444717407226564
4.0,-1.3806663004557278,0.46521760371370385,364.5977783203125,65.62973216286235,2.1507652767996,0.905909080184003,-0.017944554885228475,0.014360057314831311,2.4593098958284692e-05,0.00011580677578784806,-0.01791996178627019,0.014344612335297848,-0.05638645172119139,0.024686678785204752,0.0019498697916666668,0.00658819928994768,1.8703154213408173,0.948271521134065,-1.5887109375,0.0,393.9453125,0.0,2.5558981704711914,0.0,0.040852203369140624,0.02188260120230164,-0.222372705078125,0.0,-0.1815205017089844,0.021882601202301642,-0.194627685546875,0.021863148441971153,0.0211328125,0.009975238183411757,0.8804940177010512,0.03799944447763005,0.012037353515625,0.012037353515625,0.012037353515625
4.5,-1.6147425079345699,0.5547179798008424,384.09828186035156,70.63472545374066,2.9478359107735237,1.251149352982197,-0.021537348826726272,0.014133202001625572,2.4593098958284692e-05,0.00011580677578784806,-0.02151275572776799,0.01411868000656327,-0.06033089637756347,0.025051240597719928,0.00014122009277343824,0.006520617736767815,2.136861894514181,1.0424222313103515,-1.8628125,0.0,415.68359375,0.0,3.5073651123046874,0.0,0.0369697380065918,0.02279861069667497,-0.23443935546875,0.0,-0.1974696174621582,0.022798610696674965,-0.21054962158203122,0.022823213862404445,0.01889251708984375,0.010086592856662947,1.1805447665127895,0.37848276822786664,0.013846003214518227,0.013846003214518227,0.013846003214518227
