phase_pct,baseline_omega_mean,baseline_omega_std,baseline_alpha_mag_mean,baseline_alpha_mag_std,baseline_omega_sq_mean,baseline_omega_sq_std,baseline_sp_feedback_mean,baseline_sp_feedback_std,baseline_turn_ff_mean,baseline_turn_ff_std,baseline_required_turn_voltage_mean,baseline_required_turn_voltage_std,baseline_motor_voltage_delta_mean,baseline_motor_voltage_delta_std,baseline_speed_error_mean,baseline_speed_error_std,baseline_acceleration_mean,baseline_acceleration_std,old_trial_omega_mean,old_trial_omega_std,old_trial_alpha_mag_mean,old_trial_alpha_mag_std,old_trial_omega_sq_mean,old_trial_omega_sq_std,old_trial_sp_feedback_mean,old_trial_sp_feedback_std,old_trial_turn_ff_mean,old_trial_turn_ff_std,old_trial_required_turn_voltage_mean,old_trial_required_turn_voltage_std,old_trial_motor_voltage_delta_mean,old_trial_motor_voltage_delta_std,old_trial_speed_error_mean,old_trial_speed_error_std,old_trial_acceleration_mean,old_trial_acceleration_std,current_omega_mean,current_omega_std,current_alpha_mag_mean,current_alpha_mag_std,current_omega_sq_mean,current_omega_sq_std,current_sp_feedback_mean,current_sp_feedback_std,current_turn_ff_mean,current_turn_ff_std,current_required_turn_voltage_mean,current_required_turn_voltage_std,current_motor_voltage_delta_mean,current_motor_voltage_delta_std,current_speed_error_mean,current_speed_error_std,current_acceleration_mean,current_acceleration_std,predicted_speed_error_unconstrained,predicted_speed_error_constrained,predicted_speed_error_conservative
0.0,0.0938720703125,0.0,70.9228515625,0.0,0.008811965584754944,0.0,-0.0046316782633463545,0.008659455475798996,2.3657226562501243e-05,1.7919921875053646e-05,-0.004608021036783853,0.008647502176850145,0.012959798177083334,0.01336013268793989,-0.0015462239583333333,0.00598213728104878,1.2441070485504127,0.8811811698786819,0.0938720703125,0.0,70.9228515625,0.0,0.008811965584754944,0.0,-0.014371236165364584,0.006595565852613556,-0.006061938476562445,0.0,-0.020433174641927027,0.006595565852613556,0.014729817708333334,0.0066119854248305725,-0.006876627604166667,0.0038535483611806063,0.6553572837752439,1.4026190120403652,0.0938720703125,0.0,70.9228515625,0.0,0.008811965584754944,0.0,-0.00801849365234375,0.01899203494739188,-0.003132250976562445,0.0,-0.011150744628906195,0.01899203494739188,0.02392578125,0.018927066576930517,-0.001220703125,0.012257383132783059,0.5285919592560121,1.0356696791754296,0.0024210611979166665,0.0024210611979166665,0.0024210611979166665
0.5,0.16524169921875,0.0,89.443359375,0.0,0.027344541549682615,0.0,-0.009815702438354492,0.011801727859410737,2.3657226562501243e-05,1.7919921875053646e-05,-0.009792045211791991,0.011792688730856087,0.007759958902994792,0.015434059709577348,-0.004105122884114583,0.006741429712121811,0.7280791074431311,1.0040936485404521,0.16524169921875,0.0,89.443359375,0.0,0.027344541549682615,0.0,-0.019926806886990864,0.012552056951546584,-0.007534106445312445,0.0,-0.027460913332303313,0.012552056951546584,0.0075962320963541665,0.012568522245347552,-0.0095233154296875,0.00671348841668006,0.8348046742211874,1.1229317353378074,0.16524169921875,0.0,89.443359375,0.0,0.027344541549682615,0.0,-0.008829625447591147,0.019622971063086043,-0.004112475585937445,0.0,-0.012942101033528589,0.019622971063086043,0.022306722005208335,0.01952123086381038,-0.0015600585937500004,0.012364532744837913,-0.35601564776368844,0.5963049659543506,0.004979960123697916,0.004979960123697916,0.004979960123697916
1.0,0.2552197265624999,5.551115123125783e-17,107.099609375,0.0,0.06525031328201293,0.0,-0.01621246337890625,0.008168709867538836,2.3657226562501243e-05,1.7919921875053646e-05,-0.01618880615234375,0.008167346014326357,0.0013788859049479176,0.018768701633972193,-0.00722900390625,0.005696391219346773,0.4994776680567634,1.3472680219007995,0.25521972656249997,0.0,107.099609375,0.0,0.06525031328201293,0.0,-0.020904377698898316,0.01464911064561094,-0.009006274414062446,0.0,-0.02991065211296076,0.01464911064561094,0.005086669921875,0.014658270439045912,-0.009857991536458334,0.007616630262114673,0.6876105936164567,1.1761486976693556,0.25521972656249997,0.0,107.099609375,0.0,0.06525031328201293,0.0,-0.014330520629882812,0.018171403714914817,-0.004848559570312445,0.0,-0.019179080200195257,0.018171403714914817,0.015942789713541666,0.018075052431976428,-0.0042919921875000005,0.011149507730961551,-0.07635796820366314,0.3022368816894371,0.008103841145833332,0.008103841145833332,0.008103841145833332
1.5,0.36293701171875,0.0,123.773193359375,0.0,0.13194875478744503,2.7755575615628914e-17,-0.01362192392349243,0.011423861829608122,2.3657226562501243e-05,1.7919921875053646e-05,-0.013598266696929928,0.01142063047260259,0.0039566294352213534,0.01913624484661737,-0.005852050781250001,0.006805737297286992,0.35216953185703326,1.409297303026493,0.36293701171875,0.0,123.773193359375,0.0,0.13194875478744506,0.0,-0.01555940628051758,0.014960004598108843,-0.010478442382812444,0.0,-0.026037848663330018,0.014960004598108843,0.00908447265625,0.014907207849271948,-0.006939290364583333,0.00768464314308051,0.2506700114122003,0.5902521020435457,0.36293701171875,0.0,123.773193359375,0.0,0.13194875478744506,0.0,-0.010317344665527342,0.020389701744471397,-0.005584643554687445,0.0,-0.015901988220214786,0.020389701744471394,0.019177652994791666,0.020334517884389582,-0.002205810546875,0.01225132908877086,0.5345754912405437,0.685309680540385,0.0067268880208333345,0.0067268880208333345,0.0067268880208333345
2.0,0.48740722656249985,1.1102230246251565e-16,139.6923828125,0.0,0.23794670224189754,2.7755575615628914e-17,-0.012831449508666992,0.011561736397996389,2.3657226562501243e-05,1.7919921875053646e-05,-0.012807792282104491,0.011552160808302033,0.004732971191406249,0.014971100051679294,-0.005300292968750001,0.006099344440577401,-0.1049449004771205,1.0020267945464911,0.48740722656249996,0.0,139.6923828125,0.0,0.23794670224189754,2.7755575615628914e-17,-0.018839518229166668,0.010669036506459012,-0.011945727539062445,0.0,-0.030785245768229108,0.01066903650645901,0.0043395996093750005,0.010628751835652983,-0.008414713541666665,0.005372970838743286,-0.11214629012479632,0.528076219053142,0.48740722656249996,0.0,139.6923828125,0.0,0.2379467022418976,2.7755575615628914e-17,-0.01132542928059896,0.019972532142078694,-0.006320727539062445,0.0,-0.017646156819661408,0.019972532142078694,0.017474772135416667,0.019873246258842743,-0.0026888020833333325,0.01172296767453353,0.6056186109896958,1.104615335354933,0.006175130208333333,0.006175130208333333,0.006175130208333333
2.5,0.6278686523437499,0.0,154.150390625,0.0,0.39479568600654596,5.551115123125783e-17,-0.006048107147216795,0.017617775905783884,2.3657226562501243e-05,1.7919921875053646e-05,-0.0060244499206542935,0.01760767295611948,0.01149253845214844,0.016395750879064478,-0.0018814086914062487,0.008058342079677384,-0.3592680106351999,0.919686422002848,0.6278686523437499,0.0,154.150390625,0.0,0.39479568600654596,5.551115123125783e-17,-0.022432740529378256,0.010784513800202799,-0.013172534179687445,0.0,-0.035605274709065694,0.010784513800202799,-0.0004183451334635408,0.010710047607765501,-0.010027058919270833,0.005348981268052628,-0.284745365311775,0.3764521330848834,0.6278686523437499,0.0,154.150390625,0.0,0.39479568600654585,5.551115123125783e-17,-0.004223378499348952,0.007679990422751543,-0.007050708007812445,0.0,-0.011274086507161397,0.007679990422751544,0.024021911621093756,0.007536266435130016,0.0009724934895833365,0.0054114870836156894,0.6968038065450065,0.7679317141422448,0.002756245930989582,0.002756245930989582,0.002756245930989582
3.0,0.7828564453125001,1.1102230246251565e-16,167.8466796875,0.0,0.6136804604530334,0.0,-0.010250205993652341,0.018615422875786467,2.3657226562501243e-05,1.7919921875053646e-05,-0.01022654876708984,0.018609972273014603,0.007340850830078126,0.021373222440182242,-0.003888549804687499,0.009290116689306824,-0.126784531386586,1.1697295927463,0.7828564453125,0.0,167.8466796875,0.0,0.6136804604530334,0.0,-0.02388593037923177,0.00974517726435947,-0.014399340820312445,0.0,-0.03828527119954422,0.00974517726435947,-0.003104349772135419,0.009714096878984703,-0.010607503255208336,0.004643029968729943,0.03557680925843907,0.6615705883197126,0.7828564453125,0.0,167.8466796875,0.0,0.6136804604530334,0.0,-0.017400697072347003,0.017014320286668435,-0.007541430664062445,0.0,-0.024942127736409452,0.017014320286668435,0.0100872802734375,0.016939557978342457,-0.005636393229166665,0.00978939090822965,0.4262331093385896,0.6822360088031116,0.004763387044270832,0.004763387044270832,0.004763387044270832
3.5,0.9516015625,1.1102230246251565e-16,180.1318359375,0.0,0.9066360473632814,2.220446049250313e-16,-0.01315513292948405,0.015786938674985415,2.3657226562501243e-05,1.7919921875053646e-05,-0.01313147570292155,0.015778055045204322,0.004421488444010417,0.016771743207644605,-0.005286865234374999,0.00828110727751001,0.2259893054265644,1.1509590721654401,0.9516015624999999,0.0,180.1318359375,0.0,0.9066360473632812,0.0,-0.018249753316243487,0.01226751003319749,-0.015617602539062444,1.734723475976807e-18,-0.03386735585530593,0.012267510033197492,0.0013946533203125007,0.012254321647774163,-0.007568359374999999,0.005702220200482693,0.23157411707216294,1.0848664967601838,0.9516015624999999,0.0,180.1318359375,0.0,0.9066360473632812,0.0,-0.024003343582153322,0.021715399926911766,-0.008032153320312445,0.0,-0.032035496902465765,0.021715399926911762,0.003031717936197914,0.021636154861798092,-0.00878662109375,0.011958766927179811,0.35952789614899644,0.5630228025125168,0.006161702473958333,0.006161702473958333,0.006161702473958333
4.0,1.1326953124999997,2.220446049250313e-16,192.7734375,0.0,1.284419898986816,2.220446049250313e-16,-0.013174896240234378,0.0165744257473833,2.3657226562501243e-05,1.7919921875053646e-05,-0.013151239013671876,0.0165638905797514,0.0043792724609375,0.015522748483092666,-0.005180664062500001,0.009019622656886465,0.4008364140200092,1.0198825864540964,1.1326953124999999,0.0,192.7734375,0.0,1.2844198989868163,0.0,-0.018699010213216145,0.013219179666043938,-0.01659904785156244,3.469446951953614e-18,-0.03529805806477859,0.013219179666043935,-0.00017985026041666586,0.013165193025597205,-0.007643229166666665,0.00614273510442408,0.04844303916569476,1.0734263236476176,1.1326953124999999,0.0,192.7734375,0.0,1.2844198989868163,0.0,-0.015132446289062499,0.008732208545126444,-0.008522875976562445,0.0,-0.023655322265624945,0.008732208545126446,0.011380208333333334,0.008599292778660029,-0.0042545572916666665,0.005379434417277883,0.561439970619649,0.5792224085637186,0.006055501302083333,0.006055501302083333,0.006055501302083333
4.5,1.3264794921875,2.220446049250313e-16,202.587890625,0.0,1.7613039731979365,0.0,-0.012130765914916986,0.012768088340924747,2.3657226562501243e-05,1.7919921875053646e-05,-0.012107108688354485,0.012759005722772306,0.005457687377929694,0.015607380022436028,-0.004643859863281248,0.007605842914938674,0.5674328689160226,1.1138941751244715,1.3264794921874998,0.0,202.587890625,0.0,1.7613039731979365,0.0,-0.022662185033162432,0.012152298364154792,-0.017580493164062443,0.0,-0.04024267819722488,0.012152298364154792,-0.005096689860026041,0.012131501909600304,-0.009467569986979165,0.005630171721442616,0.09814472094745495,1.0524854783350437,1.3264794921874998,0.0,202.587890625,0.0,1.7613039731979365,0.0,-0.016464347839355468,0.019100837430651645,-0.009013598632812444,0.0,-0.025477946472167914,0.019100837430651645,0.009498494466145835,0.019005948839935425,-0.004841715494791667,0.010585698589961988,0.4545829197928744,0.7422289054902508,0.005518697102864581,0.005518697102864581,0.005518697102864581
