file,turn,start,end,duration_ms,ideal_peak_rad_s,ego_peak_rad_s,peak_error_rad_s,peak_delay_ms,first_over_rad_s,first_under_rad_s,first_error_mean_rad_s,first_rms_rad_s,first_pid_mean_v,second_over_rad_s,second_under_rad_s,second_error_mean_rad_s,second_rms_rad_s,second_pid_mean_v,tracking_rms_rad_s,angle_error_deg,pid_rms_v,saturation_pct,first_saturation_pct,second_saturation_pct,post_peak_pos_rad_s,post_peak_neg_rad_s,post_rms_rad_s,post_angle_deg,post_duration_ms,aggregate_used
20260721_061741_myshell_debug_log_long_l90.csv,1,211,275,65,34.625,35.34375,0.71875,12,1.53125,-2.456298828125,-0.24118430526168258,0.8962213471234549,0.07670444912380642,0.953125,-1.23455810546875,0.136260986328125,0.49654666354384586,0.002892318524812397,0.6912193169374072,-0.07643593666193901,0.14078487826029484,0.0,0.0,0.0,2.345703125,-0.9677734375,0.906105779600605,0.15785583504047968,30,True
20260721_061741_myshell_debug_log_long_l90.csv,2,307,371,65,34.625,35.3125,0.6875,10,1.25,-2.39453125,-0.2993706597222222,0.9976262340247255,0.10262383355034722,0.71875,-0.4683837890625,0.12337453741776316,0.36673478094373746,0.025118802723131682,0.701457339664896,-0.19450630227768792,0.14797964026705387,0.0,0.0,0.0,2.599609375,-1.40234375,1.0929811594575352,0.2630014063690568,30,True
20260721_061741_myshell_debug_log_long_l90.csv,3,403,467,65,34.625,35.4375,0.8125,9,1.828125,-3.2197265625,-0.2777449996383102,1.3687735948658106,0.09761951587818286,0.890625,-0.7294921875,0.16516916375411184,0.42915998697209584,0.0066977300141987045,0.9412298529536963,-0.07005479144871958,0.19108344208534267,0.0,0.0,0.0,2.740234375,-0.98486328125,0.9209834589331017,0.2499958519251387,30,False
20260721_061741_myshell_debug_log_long_l90.csv,4,499,563,65,34.625,35.34375,0.71875,8,1.5625,-2.564208984375,-0.2686451099537037,1.0456089041557641,0.0811075281213831,0.953125,-1.015625,0.012998882092927632,0.5585138203539891,0.040172225550601355,0.7978112134328578,-0.38728855552583785,0.16623659776259345,0.0,0.0,0.0,3.64453125,-1.3330078125,1.2722732856951695,0.2662580405653188,30,True
20260721_061741_myshell_debug_log_long_l90.csv,5,595,659,65,34.625,35.0,0.375,12,1.4375,-2.486328125,-0.1978386773003472,1.0255068793655744,0.0787260267469618,0.828125,-0.86376953125,0.06865009508634869,0.41878171248286816,0.018061085751182156,0.7344208222798989,-0.15658596626999088,0.1503467522921084,0.0,0.0,0.0,2.890625,-1.2109375,1.0870590634777033,0.1865085332501965,30,True
20260721_061741_myshell_debug_log_long_l90.csv,6,691,755,65,34.625,35.28125,0.65625,13,1.421875,-2.1123046875,-0.2854868570963542,0.9195951904066331,0.08705351087782118,1.015625,-1.20526123046875,0.16030241313733554,0.5171927278686328,0.0039044226470746493,0.712495609258275,-0.09262741918383116,0.1471878666115437,0.0,0.0,0.0,2.587890625,-1.009765625,0.9100211049979994,0.18150424489062494,30,True
20260721_061904_myshell_debug_log_long_l90.csv,1,211,275,65,34.625,34.9375,0.3125,9,1.8125,-2.66796875,-0.22712057608145256,1.0844174698695261,0.06891179967809606,1.125,-1.12908935546875,0.20121122661389804,0.47171363708908326,-0.014609738400107935,0.786486602435383,0.08673269272254337,0.15963979608883538,0.0,0.0,0.0,1.7509765625,-0.72216796875,0.657334787583954,0.18020989672215082,30,True
20260721_061904_myshell_debug_log_long_l90.csv,2,307,371,65,34.625,34.96875,0.34375,6,1.375,-2.21826171875,-0.2285133644386574,0.9694535707540526,0.08033243815104167,0.703125,-0.74578857421875,0.09148366827713816,0.33727733441397795,0.02246963350396407,0.6759428072033595,-0.1543251190132033,0.13980181480340173,0.0,0.0,0.0,2.306640625,-1.060546875,1.014141267353557,0.2764563326188483,30,True
20260721_061904_myshell_debug_log_long_l90.csv,3,403,467,65,34.625,35.21875,0.59375,14,2.515625,-2.9150390625,-0.25135153311270253,1.4127050312632519,0.08620467009367766,1.078125,-0.564208984375,0.16270205849095395,0.4081192402324849,0.001632590042917352,0.962482276248782,-0.03459594633486843,0.1941628628690371,0.0,0.0,0.0,2.3671875,-0.7685546875,0.8345735698501663,0.28583019351880046,30,False
20260721_061904_myshell_debug_log_long_l90.csv,4,499,563,65,34.625,35.1875,0.5625,15,1.453125,-2.559326171875,-0.1790500217013889,0.8818172735898445,0.06676341869212964,0.6875,-0.828125,-0.005144621196546052,0.42428120646209216,0.04696991569117496,0.6544028236021673,-0.2881889583675294,0.13767563831663374,0.0,0.0,0.0,3.05078125,-1.3681640625,1.1591414140913634,0.29639480227789605,30,True
20260721_061904_myshell_debug_log_long_l90.csv,5,594,658,65,34.625,35.25,0.625,15,1.4375,-2.3203125,-0.17605025679976852,1.0586122673727796,0.07337443033854167,0.75,-0.63787841796875,0.05888125770970395,0.3422599439216281,0.02128575977526213,0.7307447119329775,-0.1441486835650179,0.14914536368251216,0.0,0.0,0.0,2.55078125,-1.18359375,1.0023038517562826,0.2560844464758281,30,True
20260721_061904_myshell_debug_log_long_l90.csv,6,690,754,65,34.625,35.03125,0.40625,12,1.515625,-2.365478515625,-0.23551432291666666,0.9548991540593741,0.07908884684244792,1.109375,-0.97918701171875,0.17712241724917763,0.43922841500707677,-0.0031011575146725305,0.7011034760708976,0.021300573304088407,0.14384657819757468,0.0,0.0,0.0,2.01171875,-0.9599609375,0.7904179646026672,0.24568572935129385,30,True
