file,turn,start,end,duration_ms,ideal_peak_rad_s,ego_peak_rad_s,peak_error_rad_s,peak_delay_ms,first_over_rad_s,first_under_rad_s,first_error_mean_rad_s,first_rms_rad_s,first_pid_mean_v,second_over_rad_s,second_under_rad_s,second_error_mean_rad_s,second_rms_rad_s,second_pid_mean_v,tracking_rms_rad_s,angle_error_deg,pid_rms_v,saturation_pct,first_saturation_pct,second_saturation_pct,post_peak_pos_rad_s,post_peak_neg_rad_s,post_rms_rad_s,post_angle_deg,post_duration_ms,aggregate_used
20260721_075309_myshell_debug_log_in_l45.csv,1,104,138,35,33.96875,34.78125,0.8125,2,0.53125,-10.720703125,-3.294383239746094,5.097369221420901,0.3856725056966146,6.125,-1.421875,2.109716796875,3.0942931729143663,-0.1399684429168701,4.075153281924238,-0.41375646746536443,0.4104978713453974,0.0,0.0,0.0,0.9208984375,-4.2890625,1.3460720527865742,-0.6578925634977657,30,True
