run,motion,target_lateral_mm,target_forward_mm,marker_detection_pct,trajectory_fit_rmse_mm,slow_motion_factor,video_lstart_mm,video_lend_mm,video_body_forward_mm,video_body_lateral_mm,video_marker_turn_angle_deg,video_turn_angle_deg,video_target_residual_mm,video_body_apex_forward_mm,log_lstart_mm,log_lend_mm,log_body_forward_mm,log_body_lateral_mm,log_turn_angle_deg,log_target_residual_mm,log_body_apex_forward_mm,accepted
20260725_020325,long_r90,-90.0,90.0,93.86503067484662,4.085229829720795,8.425,10.896752804090601,31.271798412716713,79.16313121563854,-58.7282589248732,-86.59572203342115,-90.10971878375778,0.0,,20.930532270903356,16.24869750679734,69.1015625,-73.75133419036865,-90.11317190883611,0.0,,False
20260725_020418,long_r90,-90.0,90.0,98.13664596273291,4.234097850424097,8.525,10.933424891845567,31.313078845936257,79.15071364164295,-58.687034194777986,-87.38858006469289,-90.15395447659662,0.0,,21.238780339475312,16.249310929073317,68.83984375,-73.75087928771973,-90.27723305269981,0.0,,True
20260725_020509,long_r90,-90.0,90.0,97.53086419753086,4.969307913660732,8.475,11.82778636694508,29.89077138606158,78.33361162422105,-60.10966435882251,-89.75138115200483,-90.30937537651874,0.0,,20.63303936409613,16.126287935120697,69.46484375,-73.87400913238525,-90.34777524644771,0.0,,True
20260725_020652,long_r180,-90.0,0.0,96.07843137254902,8.731625654900226,7.625,25.50323475620948,32.384657210667804,6.902199200925695,-88.65715795415024,-176.88828346029214,-180.7636943613389,1.7746413885326358,69.49676524379052,12.900390625,14.749579425885228,1.603515625,-102.12533044815063,-181.17538152737256,11.82526286156638,82.099609375,True
20260725_020754,long_r180,-90.0,0.0,97.43589743589743,7.482514349602171,7.425,22.154938081333412,36.35287362389256,14.190927046722669,-90.71425964702335,-173.85918681735825,-181.08538665434014,0.025652202742773952,72.84506191866659,12.615234375,14.70094980951369,1.775390625,-101.87520670890808,-181.52193508057525,11.488807465010453,82.384765625,True
20260725_020846,long_r180,-90.0,0.0,99.37888198757764,6.974261409333353,7.7,22.51329899269747,28.338550560786196,5.802950646180838,-91.48657014341,-179.04562071792608,-181.03903666278336,0.972849688450659,72.48670100730253,12.78515625,14.6896243171706,1.62109375,-101.6257381439209,-181.4184713750279,11.265556527482678,82.21484375,True
20260725_020948,in_r45,-45.0,90.0,100.0,3.874080576402748,8.775,1.327119585748104,46.17518350751169,56.7071753877282,-11.678216222572098,-44.06482408314352,-46.189912795699705,0.0,,14.961498757944302,31.913297180064014,52.865234375,-22.04777193069458,-45.988947757259815,0.0,,True
20260725_021040,in_r45,-45.0,90.0,100.0,3.3926178589139475,8.725,1.300850285707277,47.055081998745585,56.13418480124708,-11.033784400955454,-43.62389022189494,-46.2065603162921,0.0,,15.131317422190836,31.726431884616932,52.8359375,-22.17184579372406,-46.01578015541421,0.0,,True
20260725_021131,in_r45,-45.0,90.0,100.0,3.411834488876372,8.35,4.486543633066489,44.52065151197271,54.84947623492931,-12.722937966497485,-43.759915510083985,-46.46808115621515,0.0,,15.398524694951917,31.644821567116583,52.751953125,-22.10910415649414,-46.33337029144146,0.0,,True
20260725_021244,in_r135,-90.0,45.0,100.0,10.2468158406511,8.325,24.125578361740104,37.84162185051492,49.13734291248399,-64.83662134520924,-131.51088183758472,-138.32030982336568,0.0,,16.56918090053241,6.579046514361304,33.345703125,-85.62646961212158,-138.33557786431174,0.0,,True
