frame,time_video_s,marker_detected_raw,blue_x_mm,blue_y_mm,yellow_x_mm,yellow_y_mm,center_x_mm,center_y_mm,heading_rad,marker_separation_mm,speed_playback_mm_s,turn_led_blue_pixels,turn_led_active
0,0.0,True,136.76419067382812,119.21072387695312,138.34967041015625,64.98408508300781,137.55995178222656,92.14839172363281,1.6001958823797435,54.29529571533203,1.0080588431664326,0,False
1,0.033497470940943956,True,136.78269958496094,119.21020126342773,138.3355255126953,64.96039962768555,137.55294799804688,92.11105346679688,1.599497048882765,54.30084037780762,0.9603620086491272,0,False
2,0.06699494188188791,True,136.7681884765625,119.21072387695312,138.32138061523438,64.93671417236328,137.5459442138672,92.08081817626953,1.598798215385786,54.3063850402832,0.9126651741318219,0,False
3,0.10049241282283188,True,136.79136657714844,119.20967864990234,138.20223999023438,64.92088317871094,137.49667358398438,92.07371520996094,1.5971455055099748,54.3063850402832,0.9091098392564457,0,False
4,0.13398988376377582,True,136.79136657714844,119.21072387695312,138.187744140625,64.92088317871094,137.48521423339844,92.07371520996094,1.5962495966786483,54.330753326416016,0.9055545043810695,0,False
5,0.1674873547047198,True,136.78111267089844,119.20967864990234,138.187744140625,64.88482666015625,137.48521423339844,92.06527709960938,1.5962495966786483,54.332637786865234,0.9004505203404275,0,False
6,0.20098482564566375,True,136.7739715576172,119.25533294677734,138.07664489746094,64.88482666015625,137.42530822753906,92.08081817626953,1.5947753470556267,54.37775802612305,0.7733219815681243,0,False
7,0.23448229658660769,True,136.78111267089844,119.19927978515625,138.07664489746094,64.94020080566406,137.42530822753906,92.05569458007812,1.5947753470556267,54.332637786865234,0.6755451186649465,0,False
8,0.26797976752755165,True,136.78111267089844,119.25096893310547,138.1156768798828,64.94020080566406,137.45455932617188,92.06201171875,1.5951991134498582,54.332637786865234,0.6755451186649465,0,False
9,0.3014772384684956,True,136.78146362304688,119.25096893310547,138.1587677001953,64.88505554199219,137.47012329101562,92.06201171875,1.5960845011607687,54.37775802612305,0.7069199544088091,0,False
10,0.3349747094094396,True,136.78146362304688,119.27820587158203,138.1587677001953,64.95170593261719,137.47012329101562,92.1114273071289,1.5960845011607687,54.37775802612305,0.7069199544088091,0,False
11,0.36847218035038354,True,136.78146362304688,119.25096893310547,138.21961975097656,64.95170593261719,137.47012329101562,92.06201171875,1.5970847732934783,54.35105514526367,0.6755451186649465,0,False
12,0.4019696512913275,True,136.7324981689453,119.27820587158203,138.21961975097656,64.93611145019531,137.47012329101562,92.10908508300781,1.5970847732934783,54.363800048828125,0.6755451186649465,0,False
13,0.43546712223227146,True,136.71527099609375,119.27820587158203,138.1587677001953,64.95170593261719,137.4649200439453,92.10908508300781,1.5966688086546879,54.35105514526367,0.7069199544088091,0,False
14,0.46896459317321537,True,136.71527099609375,119.27820587158203,138.11959838867188,64.95170593261719,137.4174346923828,92.10908508300781,1.5966688086546879,54.35105514526367,0.7069199544088091,0,False
15,0.5024620641141594,True,136.704833984375,119.24195861816406,138.11663818359375,64.96363830566406,137.40489196777344,92.10908508300781,1.5966688086546879,54.28486251831055,0.7864563674926759,0,False
16,0.5359595350551033,True,136.704833984375,119.28205871582031,138.09799194335938,64.94696807861328,137.4014129638672,92.13040161132812,1.5964257062934901,54.363800048828125,0.8960090789794922,0,False
17,0.5694570059960473,True,136.69314575195312,119.27326202392578,138.07806396484375,64.95614624023438,137.39886474609375,92.13040161132812,1.5966688086546879,54.33794021606445,0.9124984721251586,0,False
18,0.6029544769369912,True,136.6898651123047,119.27326202392578,138.06385803222656,64.94696807861328,137.32595825195312,92.13040161132812,1.5952440125344518,54.379573822021484,0.9921569764490243,0,False
19,0.6364519478779351,True,136.58741760253906,119.24002075195312,137.9463348388672,64.95614624023438,137.30569458007812,92.13040161132812,1.5959138002358568,54.33794021606445,1.126274757385254,0,False
20,0.6699494188188791,True,136.57386779785156,119.24002075195312,137.93856811523438,64.95550537109375,137.26687622070312,92.11470031738281,1.5959138002358568,54.33794021606445,1.3907044830322266,0,False
21,0.7034468897598231,True,136.57386779785156,119.23078155517578,137.93856811523438,64.95550537109375,137.25833129882812,92.04898071289062,1.5959138002358568,54.33794021606445,1.4059973167212867,0,False
22,0.7369443607007671,True,136.58741760253906,119.1424560546875,137.93856811523438,64.86679077148438,137.25833129882812,92.04878234863281,1.5950437355802682,54.37066650390625,1.4059973167212867,0,False
23,0.770441831641711,True,136.59881591796875,119.12963104248047,137.9463348388672,64.74787902832031,137.26687622070312,91.93522644042969,1.5959138002358568,54.37066650390625,1.4059973167212867,0,False
24,0.803939302582655,True,136.6209716796875,119.10282897949219,137.94813537597656,64.74082946777344,137.29458618164062,91.92535400390625,1.596314863123528,54.39447784423828,1.7027368609073161,0,False
25,0.8374367735235989,True,136.6209716796875,118.9859619140625,137.94813537597656,64.61050415039062,137.29458618164062,91.79823303222656,1.5950437355802682,54.39970779418945,1.9201869176782331,0,False
26,0.8709342444645429,True,136.6209716796875,118.97491455078125,137.94813537597656,64.58404541015625,137.29458618164062,91.77384948730469,1.5948394318075514,54.39970779418945,2.086243955068578,0,False
