motion,total_runs,accepted_runs,adopted_lstart_mm,adopted_lend_mm,video_lstart_median_raw_mm,video_lend_median_raw_mm,video_lstart_min_mm,video_lstart_max_mm,video_lend_min_mm,video_lend_max_mm,log_lstart_median_mm,log_lend_median_mm,trajectory_fit_rmse_median_mm,marker_detection_min_pct
long_r90,3,2,13.554062268936878,38.10069579389244,13.554062268936878,38.10069579389244,13.371660677252914,13.736463860620843,36.87736434771764,39.324027240067245,26.26311922918138,22.43461124136569,6.602971493608952,95.36423841059603
long_l90,3,3,13.671523547659035,35.58099277670032,13.671523547659035,35.58099277670032,12.727052467328843,17.31443746218893,34.75871463634543,40.25764758547939,25.4744534736642,22.688963196064723,5.0524232076839,100.0
long_r180,3,3,28.251640471715803,38.74304044631716,28.251640471715803,38.74304044631716,27.707753487627798,28.693602908916844,37.26427988120122,41.42848402298986,15.6484375,15.192853429941895,8.804708662438696,97.43589743589743
long_l180,3,3,26.07465460179408,35.18473780020755,26.07465460179408,35.18473780020755,25.222000418334886,30.371289962770504,30.284464204171382,38.34948574574212,15.79296875,13.423532069688015,8.451065745172754,99.35897435897436
