frame,time_video_s,marker_detected_raw,blue_x_mm,blue_y_mm,yellow_x_mm,yellow_y_mm,center_x_mm,center_y_mm,heading_rad,marker_separation_mm,speed_playback_mm_s,turn_led_blue_pixels,turn_led_active
0,0.0,True,253.381103515625,65.62616729736328,289.9410095214844,27.51106834411621,271.77142333984375,46.56861877441406,2.338263596281896,52.89959716796875,12.664001884685991,0,False
1,0.03379748546708125,True,253.19512176513672,65.7932014465332,289.84735107421875,27.7080078125,271.576416015625,46.7506046295166,2.3358550175441173,53.03494453430176,14.14223570384381,0,False
2,0.0675949709341625,True,253.00914001464844,65.96023559570312,289.7536926269531,27.90494728088379,271.38140869140625,46.93259048461914,2.334598491977661,53.170291900634766,15.620469523001626,0,False
3,0.10139245640124374,True,252.51023864746094,66.46444702148438,289.2424011230469,28.021913528442383,270.8763122558594,47.24317932128906,2.334598491977661,52.89959716796875,17.3541745184726,0,False
4,0.135189941868325,True,252.10205078125,66.7016372680664,288.8804931640625,28.29933738708496,270.49127197265625,47.50048828125,2.336573863023691,52.89959716796875,19.087879513943573,0,False
5,0.16898742733540625,True,251.62571716308594,67.1709213256836,288.2472229003906,29.08338737487793,269.93646240234375,48.12715530395508,2.336573863023691,52.837440490722656,29.35873738763658,0,False
6,0.20278491280248748,True,250.77310180664062,67.90579986572266,287.40203857421875,29.900829315185547,269.08758544921875,48.90331268310547,2.336573863023691,52.78310775756836,38.62787722224182,0,False
7,0.23658239826956873,True,249.62059020996094,68.75511932373047,286.2819519042969,30.891281127929688,267.9512634277344,49.82320022583008,2.336573863023691,52.704132080078125,45.51663751265453,0,False
8,0.27037988373665,True,248.61514282226562,70.03142547607422,285.0470886230469,31.95821189880371,266.83111572265625,50.99481964111328,2.3377594658566516,52.704132080078125,45.89452756858297,0,False
9,0.30417736920373123,True,247.54373168945312,70.96187591552734,283.9459533691406,33.045989990234375,265.7448425292969,52.00393295288086,2.3400607237994593,52.704132080078125,49.21604938786702,0,False
10,0.3379748546708125,True,245.91842651367188,72.34937286376953,282.88079833984375,34.18120574951172,264.39959716796875,53.265289306640625,2.340146531652143,52.818572998046875,56.82318549554064,0,False
11,0.37177234013789373,True,244.5803680419922,73.61563873291016,281.404052734375,35.74985122680664,262.9922180175781,54.68274688720703,2.340146531652143,52.818572998046875,64.11373310995513,0,False
12,0.40556982560497495,True,242.95733642578125,75.4064712524414,279.8267517089844,37.36463928222656,261.39202880859375,56.385555267333984,2.3405450247529758,52.818572998046875,68.96598218876909,0,False
13,0.43936731107205623,True,241.45455932617188,76.93179321289062,278.0423889160156,39.12998580932617,259.74847412109375,58.03089141845703,2.3405450247529758,52.818572998046875,70.59784717888651,0,False
14,0.47316479653913746,True,239.65345764160156,78.66648864746094,276.3845520019531,40.85601043701172,258.0190124511719,59.76124954223633,2.339876759485244,52.714378356933594,81.36821716355844,0,False
15,0.5069622820062187,True,237.45848083496094,80.93901824951172,274.0994873046875,42.736995697021484,255.77899169921875,61.83800506591797,2.3395839919438983,52.714378356933594,85.52228401362578,0,False
16,0.5407597674733,True,235.54605102539062,82.84156036376953,271.9891052246094,44.90966033935547,253.767578125,63.8756103515625,2.3395839919438983,52.93352508544922,87.52580847587416,0,False
