frame,time_video_s,center_x_mm,center_y_mm,heading_rad,speed_playback_mm_s,turn_led_blue_pixels,turn_led_active,time_log_s,log_x_mm,log_y_mm,position_error_mm,video_speed_true_mm_s,log_speed_mm_s
31,1.0331611398100318,136.09066772460938,42.841590881347656,1.5716317097758292,27.702211048735773,0,False,0.004349001942299249,130.51980561979914,52.31482778729051,10.989846316802089,211.22935924661027,17.797776202479138
32,1.066488918513581,136.10452270507812,43.9288330078125,1.5716317097758292,36.39538051926297,0,False,0.008719858165715551,130.5213804442406,52.52262433778402,10.248157245468262,277.5147764593802,72.46431384904301
33,1.0998166972171306,136.1898193359375,45.26551818847656,1.5724611141110456,42.55910180235455,0,False,0.013090714389131883,130.52471724024733,52.92864096039471,9.529786585862439,324.5131512429534,126.92548768447277
34,1.13314447592068,136.30184936523438,46.75876235961914,1.5750797699758015,52.79007135728828,0,False,0.017461570612548185,130.53134091161422,53.63800230432749,8.979014981064049,402.52429409932313,194.54209023831152
35,1.1664722546242294,136.30184936523438,48.78248596191406,1.5750797699758015,60.41226963996887,0,False,0.021832426835964515,130.5415584138513,54.68677561833221,8.248732520301045,460.6435560047626,279.4472418979524
36,1.1998000333277787,136.30184936523438,50.78557586669922,1.5753305362850247,65.5488527401214,0,False,0.026203283059380817,130.55380338798741,56.06731644023094,7.80620368954309,499.8100021434257,343.27374167253714
37,1.2331278120313283,136.28982543945312,53.15166473388672,1.5753305362850247,75.34991506220116,0,False,0.03057413928279715,130.56633755334792,57.70086058409263,7.311189811920062,574.5431023492839,413.3679983173063
38,1.2664555907348776,136.28982543945312,55.80805206298828,1.5750797699758015,83.30329502105712,0,False,0.03494499550621345,130.58173788912967,59.66418486351249,6.888542927022832,635.1876245355605,492.78431301942345
39,1.2997833694384269,136.28982543945312,58.70429229736328,1.5753305362850247,90.29949925569159,0,False,0.03931585172962975,130.60114549725756,61.933211064763974,6.54117694999994,688.5336818246484,549.8058426396145
40,1.3331111481419764,136.35308837890625,61.826683044433594,1.5753305362850247,100.38928937288823,0,False,0.043686707953046085,130.62482812711883,64.49314824375195,6.318465175292455,765.4683314682727,626.5343522088021
41,1.3664389268455257,136.36395263671875,65.3953857421875,1.5758850990544102,110.340467824977,0,False,0.04805756417646239,130.65123596113233,67.37380692442865,6.045600234043236,841.3460671654497,686.4358616438756
42,1.3997667055490752,136.36395263671875,69.18148040771484,1.5748467301767808,116.08978723385198,0,False,0.05242842039987872,130.68031750847078,70.5609042806385,5.848633899659477,885.1846276581214,764.2947980429664
