frame,time_video_s,marker_detected_raw,blue_x_mm,blue_y_mm,yellow_x_mm,yellow_y_mm,center_x_mm,center_y_mm,heading_rad,marker_separation_mm,speed_playback_mm_s,turn_led_blue_pixels,turn_led_active
0,0.0,True,321.70263671875,73.22185516357422,324.74774169921875,19.343975067138672,323.22613525390625,46.28291320800781,1.627153364643839,53.95520782470703,1.332832804839745,0,False
1,0.03324247058041353,True,321.7021026611328,73.19543075561523,324.81044006347656,19.285676956176758,323.2567443847656,46.24055290222168,1.6283849811958175,53.95420265197754,1.4524888212580442,0,False
2,0.06648494116082707,True,321.70263671875,73.16900634765625,324.7655334472656,19.227378845214844,323.24786376953125,46.19819259643555,1.627153364643839,53.95520782470703,1.4773394317626956,0,False
3,0.09972741174124061,True,321.70452880859375,73.08112335205078,324.7655334472656,19.223648071289062,323.24786376953125,46.15238571166992,1.6270754913470933,53.96210479736328,1.4353265951467904,0,False
4,0.13296988232165413,True,321.70452880859375,73.06071472167969,324.79632568359375,19.18404197692871,323.25665283203125,46.122379302978516,1.627153364643839,53.96210479736328,1.3933137585308855,0,False
5,0.16621235290206768,True,321.7301940917969,72.79706573486328,324.79632568359375,18.786651611328125,323.25665283203125,45.77344512939453,1.6270754913470933,53.96210479736328,1.332832804839745,0,False
6,0.19945482348248122,True,321.7392883300781,72.71076202392578,324.7655334472656,18.782968521118164,323.24786376953125,45.746864318847656,1.626867292212717,53.96210479736328,1.332832804839745,0,False
7,0.23269729406289474,True,321.7465515136719,72.52264404296875,324.7668762207031,18.782968521118164,323.25665283203125,45.67522430419922,1.6266386470702436,53.826026916503906,1.3933137585308855,0,False
8,0.26593976464330826,True,321.7465515136719,72.4836654663086,324.7668762207031,18.782968521118164,323.25665283203125,45.65464782714844,1.6266386470702436,53.826026916503906,1.4773394317626956,0,False
9,0.29918223522372184,True,321.7465515136719,72.45600128173828,324.7668762207031,18.78091812133789,323.26922607421875,45.61802673339844,1.6266386470702436,53.79586410522461,1.3933137585308855,0,False
10,0.33242470580413536,True,321.7581481933594,72.45513153076172,324.7668762207031,18.72432518005371,323.26922607421875,45.576839447021484,1.6266037632824877,53.79586410522461,1.3933137585308855,0,False
11,0.3656671763845489,True,321.7581787109375,72.42935180664062,324.7668762207031,18.676897048950195,323.26922607421875,45.56644821166992,1.6266037632824877,53.89002227783203,1.2527275931886137,0,False
