frame,time_video_s,marker_detected_raw,blue_x_mm,blue_y_mm,yellow_x_mm,yellow_y_mm,center_x_mm,center_y_mm,heading_rad,marker_separation_mm,speed_playback_mm_s,turn_led_blue_pixels,turn_led_active
0,0.0,True,253.33631896972656,64.8990707397461,291.4089660644531,27.25705909729004,272.4283752441406,45.982696533203125,2.3626304727316834,53.585514068603516,1.3598002879129254,0,False
1,0.033285623939020736,True,253.30377960205078,64.77592468261719,291.38478088378906,27.127588272094727,272.3842315673828,45.97269821166992,2.3626831789718317,53.71468925476074,2.64436316761821,0,False
2,0.06657124787804147,True,253.271240234375,64.65277862548828,291.360595703125,26.998117446899414,272.340087890625,45.96269989013672,2.3627358852119795,53.71449661254883,3.928926047323495,0,False
3,0.09985687181706221,True,252.83889770507812,64.47541046142578,291.3046875,26.93014907836914,272.0245361328125,45.702781677246094,2.3673064662645773,53.71449661254883,2.8921666948582683,0,False
4,0.13314249575608295,True,252.82235717773438,64.42236328125,291.2267150878906,26.93014907836914,272.00921630859375,45.67341995239258,2.367380331525124,53.62924575805664,2.3927064374868925,0,False
5,0.16642811969510368,True,252.71044921875,64.39588165283203,291.1795349121094,26.93014907836914,272.007568359375,45.67341995239258,2.3699706581829294,53.662559509277344,2.3927064374868925,0,False
6,0.19971374363412442,True,252.55752563476562,64.35231018066406,290.956787109375,26.924474716186523,271.74774169921875,45.666996002197266,2.368236790581807,53.662559509277344,2.3927064374868925,0,False
7,0.23299936757314516,True,252.5386962890625,64.31532287597656,290.956787109375,26.924474716186523,271.7334899902344,45.666996002197266,2.370486312176732,53.662559509277344,1.8554073423930415,0,False
8,0.2662849915121659,True,252.37620544433594,64.30252838134766,290.956787109375,26.81155014038086,271.680419921875,45.563438415527344,2.3713032048508933,53.688758850097656,0.7551938548421054,0,False
9,0.29957061545118663,True,252.3345947265625,64.28250122070312,290.9648742675781,26.76289939880371,271.680419921875,45.51681137084961,2.3715211880856053,53.90997314453125,1.7912180652618408,0,False
10,0.33285623939020736,True,252.3345947265625,64.27072143554688,291.0262756347656,26.76289939880371,271.6977844238281,45.516258239746094,2.3715211880856053,53.90997314453125,1.7912180652618408,0,False
11,0.3661418633292281,True,252.3345947265625,64.24720764160156,291.0262756347656,26.76289939880371,271.6977844238281,45.516258239746094,2.373168209960975,53.90997314453125,1.7912180652618408,0,False
12,0.39942748726824884,True,252.30787658691406,64.17857360839844,291.0130310058594,26.787961959838867,271.6977844238281,45.516258239746094,2.3755237884929286,53.702571868896484,1.7912180652618408,0,False
